code,name,date,size,value,profitability,investment,momentum,market
000002.SZ,万科A,20010201,0.0090,0.3151,6.1516,25.0871,1.0671,0.9420
000002.SZ,万科A,20010301,0.0087,0.3273,6.1516,25.0871,0.9842,0.6772
000002.SZ,万科A,20010401,0.0095,0.3050,6.3109,16.1133,1.0813,1.0795
000002.SZ,万科A,20010501,0.0092,0.3148,6.3109,16.1133,1.0418,1.0661
000002.SZ,万科A,20010601,0.0090,0.3244,6.3109,16.1133,1.0144,1.1681
000002.SZ,万科A,20010701,0.0092,0.3153,6.3109,16.1133,1.0580,1.1389
000002.SZ,万科A,20010801,0.0090,0.3232,6.3109,16.1133,0.9260,0.8768
000002.SZ,万科A,20010901,0.0092,0.3298,6.3109,16.1133,1.0731,0.8920
000002.SZ,万科A,20011001,0.0093,0.3289,6.3109,16.1133,0.9881,0.7286
000002.SZ,万科A,20011101,0.0085,0.3569,6.3109,16.1133,0.9309,0.6643
000002.SZ,万科A,20011201,0.0086,0.3559,6.3109,16.1133,0.9623,0.6618
000002.SZ,万科A,20020101,0.0082,0.3717,6.3109,16.1133,0.9123,0.5940
000002.SZ,万科A,20020201,0.0079,0.3866,6.3109,16.1133,0.9059,0.6388
000002.SZ,万科A,20020301,0.0079,0.3873,6.3109,16.1133,0.8654,0.6933
000002.SZ,万科A,20020401,0.0080,0.3902,5.4161,26.7304,0.8584,0.8287
000002.SZ,万科A,20020501,0.0078,0.4069,5.4161,26.7304,0.9263,0.9761
000002.SZ,万科A,20020601,0.0070,0.4481,5.4161,26.7304,0.8371,0.7557
000002.SZ,万科A,20020701,0.0083,0.3785,5.4161,26.7304,0.9895,1.1072
000002.SZ,万科A,20020801,0.0076,0.4133,5.4161,26.7304,0.9891,1.2172
000002.SZ,万科A,20020901,0.0075,0.4365,5.4161,26.7304,0.9542,1.1681
000002.SZ,万科A,20021001,0.0071,0.4582,5.4161,26.7304,0.9157,0.9757
000002.SZ,万科A,20021101,0.0070,0.4750,5.4161,26.7304,0.8988,0.8322
000002.SZ,万科A,20021201,0.0062,0.5361,5.4161,26.7304,0.9107,0.9065
000002.SZ,万科A,20030101,0.0058,0.5705,5.4161,26.7304,0.7422,0.6531
000002.SZ,万科A,20030201,0.0062,0.5317,5.4161,26.7304,0.8353,0.8416
000002.SZ,万科A,20030301,0.0067,0.4919,5.4161,26.7304,0.8701,0.8313
000002.SZ,万科A,20030401,0.0075,0.4514,6.0275,28.5451,1.0331,0.9172
000002.SZ,万科A,20030501,0.0086,0.3994,6.0275,28.5451,1.1680,1.0169
000002.SZ,万科A,20030601,0.0095,0.3594,6.0275,28.5451,1.4272,1.1981
000002.SZ,万科A,20030701,0.0076,0.4477,6.0275,28.5451,1.2234,1.1905
000002.SZ,万科A,20030801,0.0088,0.4844,6.0275,28.5451,1.2833,0.9713
000002.SZ,万科A,20030901,0.0091,0.4689,6.0275,28.5451,1.2683,0.8961
000002.SZ,万科A,20031001,0.0082,0.5232,6.0275,28.5451,1.0066,0.8378
000002.SZ,万科A,20031101,0.0085,0.5224,6.0275,28.5451,0.9385,0.8013
000002.SZ,万科A,20031201,0.0084,0.5233,6.0275,28.5451,0.8292,0.8088
000002.SZ,万科A,20040101,0.0096,0.4608,6.0275,28.5451,1.1241,1.0129
000002.SZ,万科A,20040201,0.0109,0.4051,6.0275,28.5451,1.2328,1.1501
000002.SZ,万科A,20040301,0.0117,0.3766,6.0275,28.5451,1.2640,1.3643
000002.SZ,万科A,20040401,0.0132,0.3571,6.9947,47.0918,1.5075,1.5765
000002.SZ,万科A,20040501,0.0112,0.4855,6.9947,47.0918,1.2954,1.3582
000002.SZ,万科A,20040601,0.0116,0.4675,6.9947,47.0918,1.2905,1.2242
000002.SZ,万科A,20040701,0.0115,0.4731,6.9947,47.0918,1.1218,0.8796
000002.SZ,万科A,20040801,0.0120,0.4507,6.9947,47.0918,1.0287,0.7849
000002.SZ,万科A,20040901,0.0113,0.4991,6.9947,47.0918,0.9284,0.6812
000002.SZ,万科A,20041001,0.0126,0.4461,6.9947,47.0918,0.9264,0.6802
000002.SZ,万科A,20041101,0.0115,0.4983,6.9947,47.0918,0.9813,0.7069
000002.SZ,万科A,20041201,0.0116,0.4915,6.9947,47.0918,1.0139,0.7712
000002.SZ,万科A,20050101,0.0120,0.4765,6.9947,47.0918,1.0825,0.8415
000002.SZ,万科A,20050201,0.0130,0.4398,6.9947,47.0918,1.0617,0.7665
000002.SZ,万科A,20050301,0.0130,0.4383,6.9947,47.0918,1.1354,0.9496
000002.SZ,万科A,20050401,0.0129,0.4794,7.6395,41.5720,1.0184,0.7297
000002.SZ,万科A,20050501,0.0130,0.4972,7.6395,41.5720,1.1798,0.7905
000002.SZ,万科A,20050601,0.0104,0.6198,7.6395,41.5720,0.9078,0.6437
000002.SZ,万科A,20050701,0.0108,0.5655,7.6395,41.5720,0.9224,0.7405
000002.SZ,万科A,20050801,0.0127,0.5247,7.6395,41.5720,1.0450,0.8353
000002.SZ,万科A,20050901,0.0127,0.5261,7.6395,41.5720,0.9925,0.8178
000002.SZ,万科A,20051001,0.0131,0.5070,7.6395,41.5720,1.0052,0.9624
000002.SZ,万科A,20051101,0.0137,0.4904,7.6395,41.5720,1.0060,0.8984
000002.SZ,万科A,20051201,0.0142,0.4741,7.6395,41.5720,1.3131,1.0643
000002.SZ,万科A,20060101,0.0173,0.3887,7.6395,41.5720,1.3729,1.1330
000002.SZ,万科A,20060201,0.0200,0.3371,7.6395,41.5720,1.2837,1.3131
000002.SZ,万科A,20060301,0.0204,0.3297,7.6395,41.5720,1.4919,1.2361
000002.SZ,万科A,20060401,0.0270,0.3077,6.7388,126.9869,1.8245,1.2471
000002.SZ,万科A,20060501,0.0272,0.3476,6.7388,126.9869,1.6226,1.6588
000002.SZ,万科A,20060601,0.0236,0.4001,6.7388,126.9869,1.5117,2.1388
000002.SZ,万科A,20060701,0.0235,0.4022,6.7388,126.9869,1.3109,1.9975
000002.SZ,万科A,20060801,0.0223,0.4404,6.7388,126.9869,1.1524,1.5708
000002.SZ,万科A,20060901,0.0269,0.3649,6.7388,126.9869,1.2955,1.5270
000002.SZ,万科A,20061001,0.0294,0.3338,6.7388,126.9869,1.1846,1.6954
000002.SZ,万科A,20061101,0.0323,0.3082,6.7388,126.9869,1.3475,1.5524
000002.SZ,万科A,20061201,0.0480,0.2071,6.7388,126.9869,2.0566,1.5368
000002.SZ,万科A,20070101,0.0676,0.2091,6.7388,126.9869,2.8004,2.2868
000002.SZ,万科A,20070201,0.0684,0.2068,6.7388,126.9869,2.7622,2.6383
000002.SZ,万科A,20070301,0.0612,0.2310,6.7388,126.9869,2.1359,2.8497
000002.SZ,万科A,20070401,0.0746,0.2001,7.0893,100.5100,2.1909,3.0735
000002.SZ,万科A,20070501,0.0869,0.1801,7.0893,100.5100,2.2060,3.8199
000002.SZ,万科A,20070601,0.1193,0.1257,7.0893,100.5100,2.4455,3.5364
000002.SZ,万科A,20070701,0.1222,0.1228,7.0893,100.5100,1.8693,1.9542
000002.SZ,万科A,20070801,0.1881,0.0797,7.0893,100.5100,2.7907,2.3971
000002.SZ,万科A,20070901,0.2209,0.0716,7.0893,100.5100,3.4615,2.7987
000002.SZ,万科A,20071001,0.2283,0.1128,7.0893,100.5100,2.7485,2.6610
000002.SZ,万科A,20071101,0.2714,0.0962,7.0893,100.5100,3.2518,2.2046
000002.SZ,万科A,20071201,0.2235,0.1168,7.0893,100.5100,1.6250,1.3459
000002.SZ,万科A,20080101,0.2006,0.1301,7.0893,100.5100,1.5082,1.7563
000002.SZ,万科A,20080201,0.1855,0.1407,7.0893,100.5100,0.9202,0.9658
000002.SZ,万科A,20080301,0.1608,0.1623,7.0893,100.5100,0.6877,0.7117
000002.SZ,万科A,20080401,0.1684,0.1739,4.2309,19.1240,0.8475,0.4200
000002.SZ,万科A,20080501,0.1729,0.1747,4.2309,19.1240,0.6258,0.4225
000002.SZ,万科A,20080601,0.1330,0.2271,4.2309,19.1240,0.6259,0.5265
000002.SZ,万科A,20080701,0.0930,0.3173,4.2309,19.1240,0.5027,0.3016
000002.SZ,万科A,20080801,0.0951,0.3103,4.2309,19.1240,0.5250,0.4357
000002.SZ,万科A,20080901,0.0755,0.3974,4.2309,19.1240,0.4900,0.3536
000002.SZ,万科A,20081001,0.0689,0.4354,4.2309,19.1240,0.4104,0.4791
000002.SZ,万科A,20081101,0.0651,0.4623,4.2309,19.1240,0.3882,0.2573
000002.SZ,万科A,20081201,0.0765,0.3932,4.2309,19.1240,0.5555,0.3377
000002.SZ,万科A,20090101,0.0737,0.4084,4.2309,19.1240,0.7158,0.4911
000002.SZ,万科A,20090201,0.0771,0.3904,4.2309,19.1240,0.8282,0.5380
000002.SZ,万科A,20090301,0.0815,0.3693,4.2309,19.1240,1.0099,0.7676
000002.SZ,万科A,20090401,0.0932,0.3420,5.0069,15.4080,1.2680,1.0644
000002.SZ,万科A,20090501,0.0968,0.3379,5.0069,15.4080,1.4424,1.9238
000002.SZ,万科A,20090601,0.1117,0.2926,5.0069,15.4080,1.4286,1.8803
000002.SZ,万科A,20090701,0.1450,0.2216,5.0069,15.4080,1.9860,2.4732
000002.SZ,万科A,20090801,0.1456,0.2208,5.0069,15.4080,1.9067,2.5622
000002.SZ,万科A,20090901,0.1087,0.3175,5.0069,15.4080,1.3209,1.5353
000002.SZ,万科A,20091001,0.1205,0.2865,5.0069,15.4080,1.2644,1.3148
000002.SZ,万科A,20091101,0.1312,0.2664,5.0069,15.4080,1.3637,1.4085
000002.SZ,万科A,20091201,0.1264,0.2763,5.0069,15.4080,1.1893,1.4060
000002.SZ,万科A,20100101,0.1165,0.2998,5.0069,15.4080,0.8478,1.1949
000002.SZ,万科A,20100201,0.1035,0.3377,5.0069,15.4080,0.6993,0.7893
000002.SZ,万科A,20100301,0.1038,0.3367,5.0069,15.4080,1.0036,1.2879
000002.SZ,万科A,20100401,0.1070,0.3494,5.0048,56.7036,0.9122,1.2324
000002.SZ,万科A,20100501,0.0819,0.4759,5.0048,56.7036,0.6780,0.9265
000002.SZ,万科A,20100601,0.0787,0.4853,5.0048,56.7036,0.6320,0.6858
000002.SZ,万科A,20100701,0.0734,0.5202,5.0048,56.7036,0.6340,0.5588
000002.SZ,万科A,20100801,0.0915,0.4177,5.0048,56.7036,0.8969,0.7949
000002.SZ,万科A,20100901,0.0931,0.4271,5.0048,56.7036,0.9021,0.7773
000002.SZ,万科A,20101001,0.0928,0.4286,5.0048,56.7036,0.8933,0.7543
000002.SZ,万科A,20101101,0.1060,0.3798,5.0048,56.7036,1.2566,1.0714
000002.SZ,万科A,20101201,0.0904,0.4454,5.0048,56.7036,1.1281,1.1672
000002.SZ,万科A,20110101,0.0968,0.4160,5.0048,56.7036,1.2126,1.3229
000002.SZ,万科A,20110201,0.0899,0.4476,5.0048,56.7036,0.9896,1.1072
000002.SZ,万科A,20110301,0.0913,0.4411,5.0048,56.7036,0.9699,1.2019
000002.SZ,万科A,20110401,0.0970,0.4561,4.5325,37.3640,1.0353,1.1978
000002.SZ,万科A,20110501,0.0935,0.4872,4.5325,37.3640,0.8747,0.9595
000002.SZ,万科A,20110601,0.0860,0.5168,4.5325,37.3640,0.9771,0.9510
000002.SZ,万科A,20110701,0.0954,0.4656,4.5325,37.3640,1.0417,0.9698
000002.SZ,万科A,20110801,0.0912,0.4875,4.5325,37.3640,1.0068,0.9422
000002.SZ,万科A,20110901,0.0895,0.5162,4.5325,37.3640,1.0116,0.8086
000002.SZ,万科A,20111001,0.0770,0.6003,4.5325,37.3640,0.8438,0.6858
000002.SZ,万科A,20111101,0.0853,0.5496,4.5325,37.3640,0.9555,0.7442
000002.SZ,万科A,20111201,0.0813,0.5771,4.5325,37.3640,0.9005,0.7503
000002.SZ,万科A,20120101,0.0806,0.5819,4.5325,37.3640,0.8838,0.6697
000002.SZ,万科A,20120201,0.0831,0.5642,4.5325,37.3640,0.9385,0.7382
000002.SZ,万科A,20120301,0.0913,0.5139,4.5325,37.3640,1.0159,0.9007
000002.SZ,万科A,20120401,0.0919,0.5762,4.6407,27.8835,1.1435,0.9251
000002.SZ,万科A,20120501,0.1014,0.5362,4.6407,27.8835,1.1226,0.9468
000002.SZ,万科A,20120601,0.1006,0.5403,4.6407,27.8835,1.3101,1.0310
000002.SZ,万科A,20120701,0.0987,0.5505,4.6407,27.8835,1.1931,1.0224
000002.SZ,万科A,20120801,0.1026,0.5159,4.6407,27.8835,1.2245,0.8585
000002.SZ,万科A,20120901,0.0912,0.6045,4.6407,27.8835,0.9828,0.7423
000002.SZ,万科A,20121001,0.0897,0.6141,4.6407,27.8835,1.0328,0.8657
000002.SZ,万科A,20121101,0.0944,0.5963,4.6407,27.8835,0.9396,0.7721
000002.SZ,万科A,20121201,0.0968,0.5821,4.6407,27.8835,0.9595,0.7276
000002.SZ,万科A,20130101,0.1224,0.4602,4.6407,27.8835,1.1519,1.0345
000002.SZ,万科A,20130201,0.1315,0.4283,4.6407,27.8835,1.3006,1.2499
000002.SZ,万科A,20130301,0.1324,0.4821,4.6407,27.8835,1.4956,1.3150
000002.SZ,万科A,20130401,0.1210,0.5277,4.2651,26.5056,1.2761,1.1399
000002.SZ,万科A,20130501,0.1248,0.5254,4.2651,26.5056,1.3259,1.1014
000002.SZ,万科A,20130601,0.1321,0.4815,4.2651,26.5056,1.3914,1.3259
000002.SZ,万科A,20130701,0.1088,0.5848,4.2651,26.5056,0.9892,0.7663
000002.SZ,万科A,20130801,0.1072,0.5932,4.2651,26.5056,0.8055,0.7117
000002.SZ,万科A,20130901,0.1023,0.6513,4.2651,26.5056,0.8012,0.8070
000002.SZ,万科A,20131001,0.1052,0.6336,4.2651,26.5056,0.8622,0.9502
000002.SZ,万科A,20131101,0.1034,0.6601,4.2651,26.5056,0.8482,0.9699
000002.SZ,万科A,20131201,0.0943,0.7241,4.2651,26.5056,0.7310,0.9371
000002.SZ,万科A,20140101,0.0880,0.7757,4.2651,26.5056,0.8149,1.1248
000002.SZ,万科A,20140201,0.0816,0.8365,4.2651,26.5056,0.7750,1.0355
000002.SZ,万科A,20140301,0.0731,0.9334,4.2651,26.5056,0.7102,0.9626
000002.SZ,万科A,20140401,0.0890,0.8640,3.9059,6.0941,0.8860,0.8831
000002.SZ,万科A,20140501,0.0853,0.8626,3.9059,6.0941,0.8580,0.9051
000002.SZ,万科A,20140601,0.0925,0.7460,3.9059,6.0941,1.0301,0.8565
000002.SZ,万科A,20140701,0.0892,0.7737,3.9059,6.0941,1.0870,0.9418
000002.SZ,万科A,20140801,0.1073,0.6434,3.9059,6.0941,1.4157,1.1559
000002.SZ,万科A,20140901,0.1010,0.7612,3.9059,6.0941,1.4324,1.1407
000002.SZ,万科A,20141001,0.1040,0.7394,3.9059,6.0941,1.1975,1.3010
000002.SZ,万科A,20141101,0.1024,0.7666,3.9059,6.0941,1.2556,1.3740
000002.SZ,万科A,20141201,0.1172,0.6701,3.9059,6.0941,1.2746,1.6335
000002.SZ,万科A,20150101,0.1642,0.4781,3.9059,6.0941,1.6805,2.2206
000002.SZ,万科A,20150201,0.1422,0.5537,3.9059,6.0941,1.3249,1.9634
000002.SZ,万科A,20150301,0.1410,0.5585,3.9059,6.0941,1.3977,2.1247
000002.SZ,万科A,20150401,0.1515,0.5822,4.6351,20.2370,1.5054,2.3615
000002.SZ,万科A,20150501,0.1607,0.5530,4.6351,20.2370,1.5529,3.0161
000002.SZ,万科A,20150601,0.1644,0.5407,4.6351,20.2370,1.3162,2.6777
000002.SZ,万科A,20150701,0.1574,0.5647,4.6351,20.2370,1.0444,1.6761
000002.SZ,万科A,20150801,0.1614,0.5165,4.6351,20.2370,1.1174,1.2690
000002.SZ,万科A,20150901,0.1572,0.5551,4.6351,20.2370,1.1188,0.9464
000002.SZ,万科A,20151001,0.1444,0.6044,4.6351,20.2370,0.9519,0.6989
000002.SZ,万科A,20151101,0.1498,0.5935,4.6351,20.2370,0.9678,0.6119
000002.SZ,万科A,20151201,0.1832,0.4854,4.6351,20.2370,1.0857,0.5936
000002.SZ,万科A,20160801,0.1895,0.4890,3.9322,35.8875,0.7309,1.1663
000002.SZ,万科A,20160901,0.2588,0.3766,3.9322,35.8875,1.0633,1.2675
000002.SZ,万科A,20161001,0.2867,0.3400,3.9322,35.8875,1.1161,1.0005
000002.SZ,万科A,20161101,0.2847,0.3527,3.9322,35.8875,1.0630,1.1026
000002.SZ,万科A,20161201,0.2977,0.3372,3.9322,35.8875,1.1507,1.2155
000002.SZ,万科A,20170101,0.2288,0.4388,3.9322,35.8875,0.8762,1.1078
000002.SZ,万科A,20170201,0.2283,0.4398,3.9322,35.8875,1.2066,1.1124
000002.SZ,万科A,20170301,0.2263,0.4437,3.9322,35.8875,0.8232,1.0982
000002.SZ,万科A,20170401,0.2272,0.4994,3.7283,40.2893,0.7862,1.1381
000002.SZ,万科A,20170501,0.2120,0.5377,3.7283,40.2893,0.7823,1.0320
000002.SZ,万科A,20170601,0.2328,0.4895,3.7283,40.2893,0.7879,0.9257
000002.SZ,万科A,20170701,0.2712,0.4202,3.7283,40.2893,1.2154,1.0535
000002.SZ,万科A,20170801,0.2585,0.4408,3.7283,40.2893,1.1305,1.0659
000002.SZ,万科A,20170901,0.2526,0.4460,3.7283,40.2893,1.1704,1.0645
000002.SZ,万科A,20171001,0.2922,0.3855,3.7283,40.2893,1.3191,1.0701
000002.SZ,万科A,20171101,0.3218,0.3616,3.7283,40.2893,1.5356,1.1381
000002.SZ,万科A,20171201,0.3392,0.3431,3.7283,40.2893,1.5183,1.1147
000002.SZ,万科A,20180101,0.3594,0.3238,3.7283,40.2893,1.2862,1.0641
000002.SZ,万科A,20180201,0.4140,0.2811,3.7283,40.2893,1.6614,1.1135
000002.SZ,万科A,20180301,0.3578,0.3253,3.7283,40.2893,1.4073,0.9445
000002.SZ,万科A,20180401,0.3697,0.3589,3.6580,31.1695,1.2680,0.9029
000002.SZ,万科A,20180501,0.3056,0.4457,3.6580,31.1695,0.9806,0.8384
000002.SZ,万科A,20180601,0.2870,0.4745,3.6580,31.1695,0.8196,0.8809
000002.SZ,万科A,20180701,0.2517,0.5411,3.6580,31.1695,0.7919,0.7583
000002.SZ,万科A,20180801,0.2467,0.5520,3.6580,31.1695,0.6208,0.7028
000002.SZ,万科A,20180901,0.2600,0.5189,3.6580,31.1695,0.7641,0.7334
000002.SZ,万科A,20181001,0.2434,0.5542,3.6580,31.1695,0.7584,0.8138
000002.SZ,万科A,20181101,0.2696,0.5193,3.6580,31.1695,0.8865,0.7408
000002.SZ,万科A,20181201,0.2840,0.4929,3.6580,31.1695,1.0329,0.7279
000002.SZ,万科A,20190101,0.2638,0.5306,3.6580,31.1695,1.0061,0.7904
000002.SZ,万科A,20190201,0.3056,0.4582,3.6580,31.1695,1.2365,0.8271
000002.SZ,万科A,20190301,0.3151,0.4444,3.6580,31.1695,1.1638,1.1554
000002.SZ,万科A,20190401,0.3540,0.4400,3.3839,13.1724,1.2642,1.1853
000002.SZ,万科A,20190501,0.3063,0.5361,3.3839,13.1724,1.1919,1.3568
000002.SZ,万科A,20190601,0.2988,0.5495,3.3839,13.1724,1.0495,1.2330
000002.SZ,万科A,20190701,0.3235,0.5076,3.3839,13.1724,1.1675,1.3928
000002.SZ,万科A,20190801,0.3212,0.5112,3.3839,13.1724,1.0364,1.2630
000002.SZ,万科A,20190901,0.2926,0.5099,3.3839,13.1724,0.9589,0.9677
000002.SZ,万科A,20191001,0.2979,0.5008,3.3839,13.1724,0.8770,0.8968
000002.SZ,万科A,20191101,0.3032,0.5516,3.3839,13.1724,0.9556,0.9143
000002.SZ,万科A,20191201,0.3170,0.5276,3.3839,13.1724,1.0792,0.9836
000002.SZ,万科A,20200101,0.3680,0.4545,3.3839,13.1724,1.2037,1.0421
000002.SZ,万科A,20200201,0.3010,0.5558,3.3839,13.1724,1.0482,1.0279
000002.SZ,万科A,20200301,0.3518,0.4754,3.3839,13.1724,1.1469,0.9962
000002.SZ,万科A,20200401,0.3010,0.6248,3.2952,8.0493,0.9903,0.9037
000002.SZ,万科A,20200501,0.2968,0.6357,3.2952,8.0493,1.0102,0.9579
000002.SZ,万科A,20200601,0.2984,0.6323,3.2952,8.0493,0.9278,0.9874
000002.SZ,万科A,20200701,0.3263,0.6001,3.2952,8.0493,0.8123,0.9600
000002.SZ,万科A,20200801,0.3169,0.6179,3.2952,8.0493,0.9262,1.2073
000002.SZ,万科A,20200901,0.3162,0.5812,3.2952,8.0493,0.9557,1.3360
000002.SZ,万科A,20201001,0.3256,0.5644,3.2952,8.0493,1.1328,1.3184
000002.SZ,万科A,20201101,0.3247,0.6242,3.2952,8.0493,1.0660,1.2459
000002.SZ,万科A,20201201,0.3572,0.5673,3.2952,8.0493,1.2387,1.3631
000002.SZ,万科A,20210101,0.3227,0.6280,3.2952,8.0493,1.1385,1.3029
000002.SZ,万科A,20210201,0.3261,0.6215,3.2952,8.0493,1.0737,1.0954
000002.SZ,万科A,20210301,0.3875,0.5231,3.2952,8.0493,1.2138,1.0637
000002.SZ,万科A,20210401,0.3466,0.6478,1.9995,3.7161,1.0707,1.1336
000002.SZ,万科A,20210501,0.3244,0.6958,1.9995,3.7161,1.0225,1.1266
000002.SZ,万科A,20210601,0.3090,0.7304,1.9995,3.7161,0.8697,1.1242
000002.SZ,万科A,20210701,0.2902,0.7777,1.9995,3.7161,0.8296,1.0643
000002.SZ,万科A,20210801,0.2428,0.9295,1.9995,3.7161,0.7434,0.9553
000002.SZ,万科A,20210901,0.2420,0.9167,1.9995,3.7161,0.6325,1.0173
000002.SZ,万科A,20211001,0.2469,0.8986,1.9995,3.7161,0.7511,1.0660
000002.SZ,万科A,20211101,0.2115,1.0764,1.9995,3.7161,0.6835,1.0546
000002.SZ,万科A,20211201,0.2147,1.0601,1.9995,3.7161,0.7232,0.9746
000002.SZ,万科A,20220101,0.2382,0.9556,1.9995,3.7161,0.8776,1.0239
000002.SZ,万科A,20220201,0.2431,0.9364,1.9995,3.7161,1.0405,0.9810
000002.SZ,万科A,20220301,0.2253,1.0103,1.9995,3.7161,0.9697,0.9568
000002.SZ,万科A,20220401,0.2402,0.9824,2.0321,-9.3629,0.8986,0.8425
000002.SZ,万科A,20220501,0.2259,1.0487,2.0321,-9.3629,1.0643,0.7602
000002.SZ,万科A,20220601,0.2079,1.1396,2.0321,-9.3629,0.9754,0.8130
000002.SZ,万科A,20220701,0.2372,0.9988,2.0321,-9.3629,1.0374,0.8791
000002.SZ,万科A,20220801,0.1961,1.2077,2.0321,-9.3629,0.8465,0.9413
000002.SZ,万科A,20220901,0.1959,1.1959,2.0321,-9.3629,0.9198,0.8725
000002.SZ,万科A,20221001,0.2066,1.1339,2.0321,-9.3629,0.9888,0.8791
000002.SZ,万科A,20221101,0.1612,1.4957,2.0321,-9.3629,0.7409,0.9103
000002.SZ,万科A,20221201,0.2210,1.0911,2.0321,-9.3629,1.1121,0.9805
000002.SZ,万科A,20230101,0.2120,1.1371,2.0321,-9.3629,0.9428,0.8454
000002.SZ,万科A,20230201,0.2116,1.1396,2.0321,-9.3629,1.1286,1.0014
000002.SZ,万科A,20230301,0.2003,1.2038,2.0321,-9.3629,1.0307,1.0460
000002.SZ,万科A,20230401,0.1839,1.3200,1.2542,-14.3904,0.8547,1.1572
000002.SZ,万科A,20230501,0.1784,1.3793,1.2542,-14.3904,1.1198,1.2837
000002.SZ,万科A,20230601,0.1670,1.4730,1.2542,-14.3904,0.7635,1.0312
000002.SZ,万科A,20230701,0.1688,1.4573,1.2542,-14.3904,0.7703,1.0692
000002.SZ,万科A,20230801,0.1800,1.3665,1.2542,-14.3904,0.8338,1.0195
000002.SZ,万科A,20230901,0.1676,1.4874,1.2542,-14.3904,0.8367,0.9165
000002.SZ,万科A,20231001,0.1538,1.6213,1.2542,-14.3904,0.9024,0.9130
000002.SZ,万科A,20231101,0.1353,1.8692,1.2542,-14.3904,0.7868,0.8397
000002.SZ,万科A,20231201,0.1360,1.8594,1.2542,-14.3904,0.8446,0.9045
000002.SZ,万科A,20240101,0.1211,2.0886,1.2542,-14.3904,0.7844,0.8776
000002.SZ,万科A,20240201,0.1126,2.2457,1.2542,-14.3904,0.6619,0.7471
000002.SZ,万科A,20240301,0.1180,2.1432,1.2542,-14.3904,0.7361,0.9378
000002.SZ,万科A,20240401,0.1071,2.3408,-3.4899,-14.5257,0.6881,0.9589
000002.SZ,万科A,20240501,0.0890,2.8161,-3.4899,-14.5257,0.6540,1.0524
000002.SZ,万科A,20240601,0.0965,2.5967,-3.4899,-14.5257,0.7212,1.0352
000002.SZ,万科A,20240701,0.0870,2.8818,-3.4899,-14.5257,0.6625,0.9952
000002.SZ,万科A,20240801,0.0823,3.0441,-3.4899,-14.5257,0.7385,1.1028
000002.SZ,万科A,20240901,0.0766,3.1556,-3.4899,-14.5257,0.6733,0.9013
000002.SZ,万科A,20241001,0.1238,1.9516,-3.4899,-14.5257,1.0800,1.1803
000002.SZ,万科A,20241101,0.1087,2.1542,-3.4899,-14.5257,1.2524,1.1048
000002.SZ,万科A,20241201,0.1036,2.2609,-3.4899,-14.5257,1.0424,1.1443
000063.SZ,中兴通讯,20010201,0.0141,0.1173,7.7379,87.8538,0.9433,0.9420
000063.SZ,中兴通讯,20010301,0.0141,0.1342,7.7379,87.8538,0.8866,0.6772
000063.SZ,中兴通讯,20010401,0.0150,0.1260,7.8707,44.0239,0.9477,1.0795
000063.SZ,中兴通讯,20010501,0.0178,0.1062,7.8707,44.0239,1.0049,1.0661
000063.SZ,中兴通讯,20010601,0.0166,0.1134,7.8707,44.0239,0.9467,1.1681
000063.SZ,中兴通讯,20010701,0.0157,0.1198,7.8707,44.0239,0.9068,1.1389
000063.SZ,中兴通讯,20010801,0.0138,0.1371,7.8707,44.0239,0.8128,0.8768
000063.SZ,中兴通讯,20010901,0.0131,0.2730,7.8707,44.0239,0.8329,0.8920
000063.SZ,中兴通讯,20011001,0.0137,0.2613,7.8707,44.0239,0.8342,0.7286
000063.SZ,中兴通讯,20011101,0.0132,0.2704,7.8707,44.0239,0.7448,0.6643
000063.SZ,中兴通讯,20011201,0.0138,0.2594,7.8707,44.0239,0.8059,0.6618
000063.SZ,中兴通讯,20020101,0.0127,0.2816,7.8707,44.0239,0.8207,0.5940
000063.SZ,中兴通讯,20020201,0.0137,0.2610,7.8707,44.0239,1.0205,0.6388
000063.SZ,中兴通讯,20020301,0.0141,0.2538,7.8707,44.0239,1.0896,0.6933
000063.SZ,中兴通讯,20020401,0.0135,0.2860,5.7458,37.0115,0.9749,0.8287
000063.SZ,中兴通讯,20020501,0.0128,0.3068,5.7458,37.0115,0.9819,0.9761
000063.SZ,中兴通讯,20020601,0.0115,0.3408,5.7458,37.0115,0.8888,0.7557
000063.SZ,中兴通讯,20020701,0.0132,0.2974,5.7458,37.0115,1.0244,1.1072
000063.SZ,中兴通讯,20020801,0.0111,0.3541,5.7458,37.0115,0.8166,1.2172
000063.SZ,中兴通讯,20020901,0.0100,0.3966,5.7458,37.0115,0.7095,1.1681
000063.SZ,中兴通讯,20021001,0.0086,0.4603,5.7458,37.0115,0.6464,0.9757
000063.SZ,中兴通讯,20021101,0.0088,0.4530,5.7458,37.0115,0.6579,0.8322
000063.SZ,中兴通讯,20021201,0.0081,0.4907,5.7458,37.0115,0.7148,0.9065
000063.SZ,中兴通讯,20030101,0.0071,0.5614,5.7458,37.0115,0.5383,0.6531
000063.SZ,中兴通讯,20030201,0.0090,0.4448,5.7458,37.0115,0.8368,0.8416
000063.SZ,中兴通讯,20030301,0.0097,0.4133,5.7458,37.0115,0.9423,0.8313
000063.SZ,中兴通讯,20030401,0.0099,0.4325,5.7871,29.0586,1.1190,0.9172
