code,name,date,size,value,profitability,investment,momentum,market
000617.SZ,中油资本,20161001,0.0053,0.0704,3.1384,5.7704,1.6139,1.0005
000617.SZ,中油资本,20161101,0.0050,0.0639,3.1384,5.7704,1.3437,1.1026
000617.SZ,中油资本,20161201,0.0048,0.0664,3.1384,5.7704,1.2974,1.2155
000617.SZ,中油资本,20170101,0.0055,0.0585,3.1384,5.7704,1.4524,1.1078
000617.SZ,中油资本,20170201,0.1718,0.5137,3.1384,5.7704,1.4469,1.1124
000617.SZ,中油资本,20170301,0.1996,0.4423,3.1384,5.7704,1.5561,1.0982
000617.SZ,中油资本,20170401,0.1726,0.5115,1.6468,11.6602,1.0221,1.1381
000617.SZ,中油资本,20170501,0.1563,0.4291,1.6468,11.6602,1.0055,1.0320
000617.SZ,中油资本,20170601,0.1337,0.5015,1.6468,11.6602,0.8911,0.9257
000617.SZ,中油资本,20170701,0.1406,0.4770,1.6468,11.6602,0.8318,1.0535
000617.SZ,中油资本,20170801,0.1603,0.4184,1.6468,11.6602,0.9459,1.0659
000617.SZ,中油资本,20170901,0.1594,0.4336,1.6468,11.6602,0.8732,1.0645
000617.SZ,中油资本,20171001,0.1525,0.4531,1.6468,11.6602,0.8961,1.0701
000617.SZ,中油资本,20171101,0.1420,0.4954,1.6468,11.6602,0.9053,1.1381
000617.SZ,中油资本,20171201,0.1318,0.5337,1.6468,11.6602,0.9747,1.1147
000617.SZ,中油资本,20180101,0.1333,0.5279,1.6468,11.6602,0.9617,1.0641
000617.SZ,中油资本,20180201,0.1263,0.5570,1.6468,11.6602,0.8087,1.1135
000617.SZ,中油资本,20180301,0.1234,0.5705,1.6468,11.6602,0.7742,0.9445
000617.SZ,中油资本,20180401,0.1202,0.5854,1.6220,2.9697,0.7957,0.9029
000617.SZ,中油资本,20180501,0.1161,0.6309,1.6220,2.9697,0.8193,0.8384
000617.SZ,中油资本,20180601,0.1119,0.6548,1.6220,2.9697,0.8556,0.8809
000617.SZ,中油资本,20180701,0.0987,0.7423,1.6220,2.9697,0.7492,0.7583
000617.SZ,中油资本,20180801,0.0999,0.7130,1.6220,2.9697,0.8118,0.7028
000617.SZ,中油资本,20180901,0.0992,0.7208,1.6220,2.9697,0.8286,0.7334
000617.SZ,中油资本,20181001,0.0964,0.7417,1.6220,2.9697,0.8491,0.8138
000617.SZ,中油资本,20181101,0.0991,0.7624,1.6220,2.9697,0.8611,0.7408
000617.SZ,中油资本,20181201,0.1019,0.7415,1.6220,2.9697,0.8926,0.7279
000617.SZ,中油资本,20190101,0.0925,0.8168,1.6220,2.9697,0.9770,0.7904
000617.SZ,中油资本,20190201,0.0922,0.8192,1.6220,2.9697,0.8856,0.8271
000617.SZ,中油资本,20190301,0.1198,0.6303,1.6220,2.9697,1.1525,1.1554
000617.SZ,中油资本,20190401,0.1294,0.5837,1.6684,4.6988,1.2431,1.1853
000617.SZ,中油资本,20190501,0.1066,0.7507,1.6684,4.6988,1.1732,1.3568
000617.SZ,中油资本,20190601,0.1082,0.7401,1.6684,4.6988,1.1075,1.2330
000617.SZ,中油资本,20190701,0.1139,0.7031,1.6684,4.6988,1.1498,1.3928
000617.SZ,中油资本,20190801,0.1091,0.7140,1.6684,4.6988,1.2310,1.2630
000617.SZ,中油资本,20190901,0.1145,0.6802,1.6684,4.6988,0.9928,0.9677
000617.SZ,中油资本,20191001,0.1118,0.6967,1.6684,4.6988,0.9097,0.8968
000617.SZ,中油资本,20191101,0.1095,0.7500,1.6684,4.6988,0.9643,0.9143
000617.SZ,中油资本,20191201,0.1038,0.7911,1.6684,4.6988,0.9736,0.9836
000617.SZ,中油资本,20200101,0.1094,0.7506,1.6684,4.6988,1.0036,1.0421
000617.SZ,中油资本,20200201,0.0882,0.9312,1.6684,4.6988,0.8930,1.0279
000617.SZ,中油资本,20200301,0.1000,0.8218,1.6684,4.6988,0.8585,0.9962
000617.SZ,中油资本,20200401,0.0881,0.9321,1.6139,0.7139,0.7882,0.9037
000617.SZ,中油资本,20200501,0.0902,0.9532,1.6139,0.7139,0.8307,0.9579
000617.SZ,中油资本,20200601,0.0899,0.9561,1.6139,0.7139,0.8445,0.9874
000617.SZ,中油资本,20200701,0.0937,0.9174,1.6139,0.7139,0.8537,0.9600
000617.SZ,中油资本,20200801,0.0952,0.8787,1.6139,0.7139,0.9733,1.2073
000617.SZ,中油资本,20200901,0.0934,0.9235,1.6139,0.7139,0.9877,1.3360
000617.SZ,中油资本,20201001,0.0870,0.9920,1.6139,0.7139,1.0010,1.3184
000617.SZ,中油资本,20201101,0.0826,1.0622,1.6139,0.7139,0.9559,1.2459
000617.SZ,中油资本,20201201,0.0911,0.9620,1.6139,0.7139,1.0394,1.3631
000617.SZ,中油资本,20210101,0.0852,1.0291,1.6139,0.7139,0.9338,1.3029
000617.SZ,中油资本,20210201,0.0793,1.1063,1.6139,0.7139,0.8469,1.0954
000617.SZ,中油资本,20210301,0.0829,1.0573,1.6139,0.7139,0.8977,1.0637
000617.SZ,中油资本,20210401,0.0917,0.9568,1.2005,5.3708,1.1803,1.1336
000617.SZ,中油资本,20210501,0.0753,1.2045,1.2005,5.3708,0.8824,1.1266
000617.SZ,中油资本,20210601,0.0772,1.1751,1.2005,5.3708,0.8640,1.1242
000617.SZ,中油资本,20210701,0.0757,1.1986,1.2005,5.3708,0.8879,1.0643
000617.SZ,中油资本,20210801,0.0660,1.3396,1.2005,5.3708,0.8477,0.9553
000617.SZ,中油资本,20210901,0.0676,1.3369,1.2005,5.3708,0.8256,1.0173
000617.SZ,中油资本,20211001,0.0684,1.3221,1.2005,5.3708,0.6812,1.0660
000617.SZ,中油资本,20211101,0.0642,1.4372,1.2005,5.3708,0.8830,1.0546
000617.SZ,中油资本,20211201,0.0630,1.4661,1.2005,5.3708,0.8347,0.9746
000617.SZ,中油资本,20220101,0.0662,1.3933,1.2005,5.3708,0.8887,1.0239
000617.SZ,中油资本,20220201,0.0652,1.4148,1.2005,5.3708,0.9825,0.9810
000617.SZ,中油资本,20220301,0.0693,1.3323,1.2005,5.3708,1.0703,0.9568
000617.SZ,中油资本,20220401,0.0665,1.3879,1.0760,3.3560,0.9623,0.8425
000617.SZ,中油资本,20220501,0.0598,1.5672,1.0760,3.3560,0.9112,0.7602
000617.SZ,中油资本,20220601,0.0604,1.5509,1.0760,3.3560,0.9757,0.8130
000617.SZ,中油资本,20220701,0.0603,1.5540,1.0760,3.3560,0.9286,0.8791
000617.SZ,中油资本,20220801,0.0574,1.6038,1.0760,3.3560,0.9247,0.9413
000617.SZ,中油资本,20220901,0.0609,1.5470,1.0760,3.3560,0.8881,0.8725
000617.SZ,中油资本,20221001,0.0570,1.6534,1.0760,3.3560,0.9020,0.8791
000617.SZ,中油资本,20221101,0.0580,1.6493,1.0760,3.3560,1.0021,0.9103
000617.SZ,中油资本,20221201,0.0861,1.1117,1.0760,3.3560,1.4866,0.9805
000617.SZ,中油资本,20230101,0.0724,1.3212,1.0760,3.3560,1.1914,0.8454
000617.SZ,中油资本,20230201,0.0795,1.2037,1.0760,3.3560,1.3135,1.0014
000617.SZ,中油资本,20230301,0.0752,1.2724,1.0760,3.3560,1.2140,1.0460
000617.SZ,中油资本,20230401,0.0917,1.0430,1.0566,4.8850,1.5580,1.1572
000617.SZ,中油资本,20230501,0.0977,1.0021,1.0566,4.8850,1.6289,1.2837
000617.SZ,中油资本,20230601,0.1009,0.9707,1.0566,4.8850,1.1266,1.0312
000617.SZ,中油资本,20230701,0.0936,1.0468,1.0566,4.8850,1.2980,1.0692
000617.SZ,中油资本,20230801,0.0920,1.0479,1.0566,4.8850,1.2648,1.0195
000617.SZ,中油资本,20230901,0.0844,1.1705,1.0566,4.8850,1.1601,0.9165
000617.SZ,中油资本,20231001,0.0822,1.2029,1.0566,4.8850,0.9645,0.9130
000617.SZ,中油资本,20231101,0.0752,1.3324,1.0566,4.8850,0.8228,0.8397
000617.SZ,中油资本,20231201,0.0719,1.3933,1.0566,4.8850,0.7468,0.9045
000617.SZ,中油资本,20240101,0.0684,1.4654,1.0566,4.8850,0.7596,0.8776
000617.SZ,中油资本,20240201,0.0733,1.3669,1.0566,4.8850,0.8311,0.7471
000617.SZ,中油资本,20240301,0.0775,1.2933,1.0566,4.8850,0.9212,0.9378
000617.SZ,中油资本,20240401,0.0727,1.3774,0.9175,1.0056,0.8656,0.9589
000617.SZ,中油资本,20240501,0.0751,1.3534,0.9175,1.0056,0.9899,1.0524
000617.SZ,中油资本,20240601,0.0703,1.4459,0.9175,1.0056,0.9878,1.0352
000617.SZ,中油资本,20240701,0.0703,1.4459,0.9175,1.0056,1.0222,0.9952
000617.SZ,中油资本,20240801,0.0707,1.4172,0.9175,1.0056,0.9281,1.1028
000617.SZ,中油资本,20240901,0.0647,1.5838,0.9175,1.0056,0.8596,0.9013
000617.SZ,中油资本,20241001,0.1025,0.9998,0.9175,1.0056,1.3157,1.1803
000617.SZ,中油资本,20241101,0.1019,1.0010,0.9175,1.0056,1.5388,1.1048
000617.SZ,中油资本,20241201,0.0957,1.0659,0.9175,1.0056,1.3435,1.1443
000625.SZ,长安汽车,20010201,0.0091,0.2646,3.0302,6.7347,1.0353,0.9420
000625.SZ,长安汽车,20010301,0.0084,0.2853,3.0302,6.7347,0.9633,0.6772
000625.SZ,长安汽车,20010401,0.0091,0.2660,3.4204,-9.9259,1.0453,1.0795
000625.SZ,长安汽车,20010501,0.0092,0.2660,3.4204,-9.9259,1.0665,1.0661
000625.SZ,长安汽车,20010601,0.0090,0.2725,3.4204,-9.9259,1.0396,1.1681
000625.SZ,长安汽车,20010701,0.0088,0.2790,3.4204,-9.9259,1.0254,1.1389
000625.SZ,长安汽车,20010801,0.0075,0.3262,3.4204,-9.9259,0.8176,0.8768
000625.SZ,长安汽车,20010901,0.0076,0.3370,3.4204,-9.9259,0.9320,0.8920
000625.SZ,长安汽车,20011001,0.0068,0.3786,3.4204,-9.9259,0.7731,0.7286
000625.SZ,长安汽车,20011101,0.0066,0.3863,3.4204,-9.9259,0.7138,0.6643
000625.SZ,长安汽车,20011201,0.0072,0.3548,3.4204,-9.9259,0.8129,0.6618
000625.SZ,长安汽车,20020101,0.0064,0.3997,3.4204,-9.9259,0.7368,0.5940
000625.SZ,长安汽车,20020201,0.0061,0.4206,3.4204,-9.9259,0.8440,0.6388
000625.SZ,长安汽车,20020301,0.0061,0.4172,3.4204,-9.9259,0.8131,0.6933
000625.SZ,长安汽车,20020401,0.0066,0.3930,11.9685,31.1294,0.9332,0.8287
000625.SZ,长安汽车,20020501,0.0083,0.3193,11.9685,31.1294,1.2276,0.9761
000625.SZ,长安汽车,20020601,0.0071,0.3723,11.9685,31.1294,1.0285,0.7557
000625.SZ,长安汽车,20020701,0.0087,0.3023,11.9685,31.1294,1.3844,1.1072
000625.SZ,长安汽车,20020801,0.0086,0.3071,11.9685,31.1294,1.3787,1.2172
000625.SZ,长安汽车,20020901,0.0086,0.3142,11.9685,31.1294,1.3767,1.1681
000625.SZ,长安汽车,20021001,0.0080,0.3388,11.9685,31.1294,1.2226,0.9757
000625.SZ,长安汽车,20021101,0.0091,0.3279,11.9685,31.1294,1.0918,0.8322
000625.SZ,长安汽车,20021201,0.0097,0.3079,11.9685,31.1294,1.3138,0.9065
000625.SZ,长安汽车,20030101,0.0098,0.3060,11.9685,31.1294,1.1068,0.6531
000625.SZ,长安汽车,20030201,0.0105,0.2829,11.9685,31.1294,1.2656,0.8416
000625.SZ,长安汽车,20030301,0.0123,0.2433,11.9685,31.1294,1.4125,0.8313
000625.SZ,长安汽车,20030401,0.0142,0.2097,15.9261,25.3408,1.8342,0.9172
000625.SZ,长安汽车,20030501,0.0217,0.1670,15.9261,25.3408,2.3801,1.0169
000625.SZ,长安汽车,20030601,0.0234,0.1552,15.9261,25.3408,2.3225,1.1981
000625.SZ,长安汽车,20030701,0.0202,0.1792,15.9261,25.3408,2.0776,1.1905
000625.SZ,长安汽车,20030801,0.0191,0.2129,15.9261,25.3408,1.8223,0.9713
000625.SZ,长安汽车,20030901,0.0179,0.2274,15.9261,25.3408,1.4332,0.8961
000625.SZ,长安汽车,20031001,0.0177,0.2299,15.9261,25.3408,1.2034,0.8378
000625.SZ,长安汽车,20031101,0.0197,0.2250,15.9261,25.3408,0.9262,0.8013
000625.SZ,长安汽车,20031201,0.0196,0.2257,15.9261,25.3408,0.8766,0.8088
000625.SZ,长安汽车,20040101,0.0186,0.2384,15.9261,25.3408,0.9058,1.0129
000625.SZ,长安汽车,20040201,0.0197,0.2245,15.9261,25.3408,1.0186,1.1501
000625.SZ,长安汽车,20040301,0.0218,0.2029,15.9261,25.3408,1.2829,1.3643
000625.SZ,长安汽车,20040401,0.0204,0.2322,11.3262,34.6898,1.1626,1.5765
000625.SZ,长安汽车,20040501,0.0174,0.2945,11.3262,34.6898,0.9092,1.3582
000625.SZ,长安汽车,20040601,0.0154,0.3332,11.3262,34.6898,0.7785,1.2242
000625.SZ,长安汽车,20040701,0.0136,0.3764,11.3262,34.6898,0.7188,0.8796
000625.SZ,长安汽车,20040801,0.0122,0.4209,11.3262,34.6898,0.6304,0.7849
000625.SZ,长安汽车,20040901,0.0114,0.4591,11.3262,34.6898,0.5311,0.6812
000625.SZ,长安汽车,20041001,0.0125,0.5032,11.3262,34.6898,0.5806,0.6802
000625.SZ,长安汽车,20041101,0.0100,0.6524,11.3262,34.6898,0.5134,0.7069
000625.SZ,长安汽车,20041201,0.0092,0.7136,11.3262,34.6898,0.5519,0.7712
000625.SZ,长安汽车,20050101,0.0083,0.7829,11.3262,34.6898,0.6425,0.8415
000625.SZ,长安汽车,20050201,0.0085,0.7695,11.3262,34.6898,0.6270,0.7665
000625.SZ,长安汽车,20050301,0.0106,0.6175,11.3262,34.6898,0.8349,0.9496
000625.SZ,长安汽车,20050401,0.0088,0.7412,1.8833,26.9495,0.6734,0.7297
000625.SZ,长安汽车,20050501,0.0084,0.8595,1.8833,26.9495,0.8775,0.7905
000625.SZ,长安汽车,20050601,0.0090,0.8008,1.8833,26.9495,1.0103,0.6437
000625.SZ,长安汽车,20050701,0.0087,0.7667,1.8833,26.9495,0.9913,0.7405
000625.SZ,长安汽车,20050801,0.0089,0.7527,1.8833,26.9495,1.0946,0.8353
000625.SZ,长安汽车,20050901,0.0086,0.7834,1.8833,26.9495,0.8363,0.8178
000625.SZ,长安汽车,20051001,0.0075,0.9021,1.8833,26.9495,0.9159,0.9624
000625.SZ,长安汽车,20051101,0.0063,1.0620,1.8833,26.9495,0.7866,0.8984
000625.SZ,长安汽车,20051201,0.0059,1.1259,1.8833,26.9495,0.6794,1.0643
000625.SZ,长安汽车,20060101,0.0060,1.1047,1.8833,26.9495,0.6764,1.1330
000625.SZ,长安汽车,20060201,0.0073,0.9157,1.8833,26.9495,0.8017,1.3131
000625.SZ,长安汽车,20060301,0.0085,0.7849,1.8833,26.9495,0.9826,1.2361
000625.SZ,长安汽车,20060401,0.0084,0.7909,2.8628,-22.4783,1.1204,1.2471
000625.SZ,长安汽车,20060501,0.0094,0.7391,2.8628,-22.4783,1.7137,1.6588
000625.SZ,长安汽车,20060601,0.0096,0.7253,2.8628,-22.4783,1.5385,2.1388
000625.SZ,长安汽车,20060701,0.0089,0.7781,2.8628,-22.4783,1.4922,1.9975
000625.SZ,长安汽车,20060801,0.0078,0.9016,2.8628,-22.4783,1.1485,1.5708
000625.SZ,长安汽车,20060901,0.0082,0.8675,2.8628,-22.4783,0.9888,1.5270
000625.SZ,长安汽车,20061001,0.0082,0.8606,2.8628,-22.4783,0.9848,1.6954
000625.SZ,长安汽车,20061101,0.0087,0.8207,2.8628,-22.4783,0.7918,1.5524
000625.SZ,长安汽车,20061201,0.0102,0.7011,2.8628,-22.4783,1.1150,1.5368
000625.SZ,长安汽车,20070101,0.0155,0.4632,2.8628,-22.4783,1.6595,2.2868
000625.SZ,长安汽车,20070201,0.0193,0.3724,2.8628,-22.4783,2.4997,2.6383
000625.SZ,长安汽车,20070301,0.0245,0.2930,2.8628,-22.4783,3.1415,2.8497
000625.SZ,长安汽车,20070401,0.0238,0.3014,4.4008,-0.7300,2.8839,3.0735
000625.SZ,长安汽车,20070501,0.0263,0.2767,4.4008,-0.7300,2.9431,3.8199
000625.SZ,长安汽车,20070601,0.0261,0.2791,4.4008,-0.7300,2.6437,3.5364
000625.SZ,长安汽车,20070701,0.0255,0.2918,4.4008,-0.7300,1.8478,1.9542
000625.SZ,长安汽车,20070801,0.0279,0.2670,4.4008,-0.7300,1.4694,2.3971
000625.SZ,长安汽车,20070901,0.0369,0.2021,4.4008,-0.7300,1.3835,2.7987
000625.SZ,长安汽车,20071001,0.0455,0.1637,4.4008,-0.7300,1.9509,2.6610
000625.SZ,长安汽车,20071101,0.0312,0.2408,4.4008,-0.7300,1.3610,2.2046
000625.SZ,长安汽车,20071201,0.0343,0.2191,4.4008,-0.7300,1.2575,1.3459
000625.SZ,长安汽车,20080101,0.0373,0.2016,4.4008,-0.7300,1.3721,1.7563
000625.SZ,长安汽车,20080201,0.0282,0.2666,4.4008,-0.7300,0.9871,0.9658
000625.SZ,长安汽车,20080301,0.0285,0.2642,4.4008,-0.7300,0.8032,0.7117
000625.SZ,长安汽车,20080401,0.0170,0.4450,0.1207,7.0711,0.4155,0.4200
000625.SZ,长安汽车,20080501,0.0216,0.3625,0.1207,7.0711,0.5792,0.4225
000625.SZ,长安汽车,20080601,0.0168,0.4679,0.1207,7.0711,0.4912,0.5265
000625.SZ,长安汽车,20080701,0.0111,0.7087,0.1207,7.0711,0.3109,0.3016
000625.SZ,长安汽车,20080801,0.0127,0.6198,0.1207,7.0711,0.4329,0.4357
000625.SZ,长安汽车,20080901,0.0095,0.8467,0.1207,7.0711,0.3499,0.3536
000625.SZ,长安汽车,20081001,0.0090,0.8906,0.1207,7.0711,0.4970,0.4791
000625.SZ,长安汽车,20090201,0.0094,0.8396,0.1207,7.0711,0.6872,0.5380
000625.SZ,长安汽车,20090301,0.0153,0.5163,0.1207,7.0711,1.5187,0.7676
000625.SZ,长安汽车,20090401,0.0173,0.4571,5.4507,59.2380,1.8305,1.0644
000625.SZ,长安汽车,20090501,0.0179,0.4249,5.4507,59.2380,2.0654,1.9238
000625.SZ,长安汽车,20090601,0.0207,0.3683,5.4507,59.2380,2.4169,1.8803
000625.SZ,长安汽车,20090701,0.0190,0.3996,5.4507,59.2380,2.2234,2.4732
000625.SZ,长安汽车,20090801,0.0262,0.2898,5.4507,59.2380,3.1193,2.5622
000625.SZ,长安汽车,20090901,0.0219,0.3679,5.4507,59.2380,1.4398,1.5353
000625.SZ,长安汽车,20091001,0.0248,0.3250,5.4507,59.2380,1.3875,1.3148
000625.SZ,长安汽车,20091101,0.0327,0.2558,5.4507,59.2380,1.7258,1.4085
000625.SZ,长安汽车,20091201,0.0332,0.2524,5.4507,59.2380,1.5810,1.4060
000625.SZ,长安汽车,20100101,0.0338,0.2473,5.4507,59.2380,1.7236,1.1949
000625.SZ,长安汽车,20100201,0.0270,0.3100,5.4507,59.2380,1.0666,0.7893
000625.SZ,长安汽车,20100301,0.0301,0.2782,5.4507,59.2380,1.3825,1.2879
000625.SZ,长安汽车,20100401,0.0287,0.3069,7.3032,20.6225,1.2028,1.2324
000625.SZ,长安汽车,20100501,0.0260,0.3689,7.3032,20.6225,0.8734,0.9265
000625.SZ,长安汽车,20100601,0.0229,0.4184,7.3032,20.6225,0.7204,0.6858
000625.SZ,长安汽车,20100701,0.0201,0.4680,7.3032,20.6225,0.6229,0.5588
000625.SZ,长安汽车,20100801,0.0245,0.3849,7.3032,20.6225,0.8380,0.7949
000625.SZ,长安汽车,20100901,0.0240,0.4128,7.3032,20.6225,0.8296,0.7773
000625.SZ,长安汽车,20101001,0.0265,0.3740,7.3032,20.6225,0.9044,0.7543
000625.SZ,长安汽车,20101101,0.0300,0.3441,7.3032,20.6225,1.1249,1.0714
000625.SZ,长安汽车,20101201,0.0254,0.4058,7.3032,20.6225,1.1045,1.1672
000625.SZ,长安汽车,20110101,0.0226,0.4564,7.3032,20.6225,1.0939,1.3229
000625.SZ,长安汽车,20110201,0.0257,0.5480,7.3032,20.6225,0.9642,1.1072
000625.SZ,长安汽车,20110301,0.0269,0.5228,7.3032,20.6225,0.9457,1.2019
000625.SZ,长安汽车,20110401,0.0254,0.5544,2.7636,17.8754,0.8541,1.1978
000625.SZ,长安汽车,20110501,0.0270,0.5471,2.7636,17.8754,0.7835,0.9595
000625.SZ,长安汽车,20110601,0.0243,0.6095,2.7636,17.8754,0.8022,0.9510
000625.SZ,长安汽车,20110701,0.0248,0.5976,2.7636,17.8754,0.9624,0.9698
000625.SZ,长安汽车,20110801,0.0239,0.6243,2.7636,17.8754,0.9212,0.9422
000625.SZ,长安汽车,20110901,0.0206,0.7239,2.7636,17.8754,0.7820,0.8086
000625.SZ,长安汽车,20111001,0.0204,0.7325,2.7636,17.8754,0.8331,0.6858
000625.SZ,长安汽车,20111201,0.0203,0.7282,2.7636,17.8754,0.8970,0.7503
000625.SZ,长安汽车,20120101,0.0184,0.8030,2.7636,17.8754,0.7496,0.6697
000625.SZ,长安汽车,20120201,0.0200,0.7370,2.7636,17.8754,0.8392,0.7382
000625.SZ,长安汽车,20120301,0.0235,0.6279,2.7636,17.8754,1.1025,0.9007
000625.SZ,长安汽车,20120401,0.0208,0.7078,3.4241,26.2385,1.0165,0.9251
000625.SZ,长安汽车,20120501,0.0233,0.6195,3.4241,26.2385,1.1075,0.9468
000625.SZ,长安汽车,20120601,0.0247,0.5844,3.4241,26.2385,1.2466,1.0310
000625.SZ,长安汽车,20120701,0.0218,0.6605,3.4241,26.2385,1.2916,1.0224
000625.SZ,长安汽车,20120801,0.0246,0.5790,3.4241,26.2385,1.2332,0.8585
000625.SZ,长安汽车,20120901,0.0228,0.6440,3.4241,26.2385,1.0187,0.7423
000625.SZ,长安汽车,20121001,0.0248,0.5930,3.4241,26.2385,1.2197,0.8657
000625.SZ,长安汽车,20121101,0.0255,0.5834,3.4241,26.2385,1.1158,0.7721
000625.SZ,长安汽车,20121201,0.0245,0.6067,3.4241,26.2385,0.9435,0.7276
000625.SZ,长安汽车,20130101,0.0303,0.4900,3.4241,26.2385,1.3735,1.0345
000625.SZ,长安汽车,20130201,0.0406,0.3661,3.4241,26.2385,1.6474,1.2499
000625.SZ,长安汽车,20130301,0.0406,0.3657,3.4241,26.2385,1.8148,1.3150
000625.SZ,长安汽车,20130401,0.0456,0.3260,6.9731,15.7144,1.7550,1.1399
000625.SZ,长安汽车,20130501,0.0508,0.3159,6.9731,15.7144,1.9537,1.1014
000625.SZ,长安汽车,20130601,0.0475,0.3379,6.9731,15.7144,2.0271,1.3259
000625.SZ,长安汽车,20130701,0.0417,0.3791,6.9731,15.7144,1.4047,0.7663
000625.SZ,长安汽车,20130801,0.0411,0.3851,6.9731,15.7144,1.0172,0.7117
000625.SZ,长安汽车,20130901,0.0503,0.3298,6.9731,15.7144,1.2100,0.8070
000625.SZ,长安汽车,20131001,0.0490,0.3389,6.9731,15.7144,1.1135,0.9502
000625.SZ,长安汽车,20131101,0.0563,0.3118,6.9731,15.7144,1.0959,0.9699
000625.SZ,长安汽车,20131201,0.0542,0.3239,6.9731,15.7144,1.1495,0.9371
000625.SZ,长安汽车,20140101,0.0539,0.3261,6.9731,15.7144,1.2318,1.1248
000625.SZ,长安汽车,20140201,0.0485,0.3622,6.9731,15.7144,1.2713,1.0355
000625.SZ,长安汽车,20140301,0.0459,0.3824,6.9731,15.7144,0.9269,0.9626
000625.SZ,长安汽车,20140401,0.0447,0.3932,12.2192,27.6042,0.9290,0.8831
000625.SZ,长安汽车,20140501,0.0567,0.3655,12.2192,27.6042,1.0358,0.9051
000625.SZ,长安汽车,20140601,0.0538,0.3768,12.2192,27.6042,0.9884,0.8565
000625.SZ,长安汽车,20140701,0.0577,0.3509,12.2192,27.6042,1.0848,0.9418
000625.SZ,长安汽车,20140801,0.0619,0.3274,12.2192,27.6042,1.2646,1.1559
000625.SZ,长安汽车,20140901,0.0618,0.3491,12.2192,27.6042,1.3554,1.1407
000625.SZ,长安汽车,20141001,0.0657,0.3280,12.2192,27.6042,1.4440,1.3010
000625.SZ,长安汽车,20141101,0.0694,0.3375,12.2192,27.6042,1.2450,1.3740
000625.SZ,长安汽车,20141201,0.0701,0.3341,12.2192,27.6042,1.2639,1.6335
000625.SZ,长安汽车,20150101,0.0843,0.2779,12.2192,27.6042,1.3347,2.2206
000625.SZ,长安汽车,20150201,0.0903,0.2594,12.2192,27.6042,1.4158,1.9634
000625.SZ,长安汽车,20150301,0.0988,0.2370,12.2192,27.6042,1.6519,2.1247
000625.SZ,长安汽车,20150401,0.1041,0.2463,12.4732,28.3073,1.4815,2.3615
000625.SZ,长安汽车,20150501,0.1164,0.2414,12.4732,28.3073,1.7202,3.0161
000625.SZ,长安汽车,20150601,0.1045,0.2689,12.4732,28.3073,1.4663,2.6777
000625.SZ,长安汽车,20150701,0.0956,0.2817,12.4732,28.3073,1.3032,1.6761
000625.SZ,长安汽车,20150801,0.0811,0.3321,12.4732,28.3073,0.8846,1.2690
000625.SZ,长安汽车,20150901,0.0669,0.4409,12.4732,28.3073,0.6792,0.9464
000625.SZ,长安汽车,20151001,0.0733,0.4025,12.4732,28.3073,0.7362,0.6989
000625.SZ,长安汽车,20151101,0.0702,0.4431,12.4732,28.3073,0.6181,0.6119
000625.SZ,长安汽车,20151201,0.0691,0.4500,12.4732,28.3073,0.6833,0.5936
000625.SZ,长安汽车,20160101,0.0718,0.4330,12.4732,28.3073,0.8023,0.7165
000625.SZ,长安汽车,20160201,0.0685,0.4537,12.4732,28.3073,0.8806,0.5913
000625.SZ,长安汽车,20160301,0.0655,0.4746,12.4732,28.3073,0.9584,0.7179
000625.SZ,长安汽车,20160401,0.0718,0.4330,10.4904,19.1206,1.0686,0.9709
000625.SZ,长安汽车,20160501,0.0747,0.4953,10.4904,19.1206,1.0404,0.7774
000625.SZ,长安汽车,20160601,0.0671,0.5518,10.4904,19.1206,0.9965,0.7423
000625.SZ,长安汽车,20160701,0.0636,0.5352,10.4904,19.1206,0.8436,0.7071
000625.SZ,长安汽车,20160801,0.0758,0.4490,10.4904,19.1206,1.1589,1.1663
000625.SZ,长安汽车,20160901,0.0729,0.5046,10.4904,19.1206,1.1800,1.2675
000625.SZ,长安汽车,20161001,0.0759,0.4850,10.4904,19.1206,1.0538,1.0005
000625.SZ,长安汽车,20161101,0.0755,0.5434,10.4904,19.1206,1.0257,1.1026
000625.SZ,长安汽车,20161201,0.0803,0.5106,10.4904,19.1206,1.1847,1.2155
000625.SZ,长安汽车,20170101,0.0725,0.5658,10.4904,19.1206,1.0929,1.1078
000625.SZ,长安汽车,20170201,0.0746,0.5501,10.4904,19.1206,0.9657,1.1124
000625.SZ,长安汽车,20170301,0.0781,0.5251,10.4904,19.1206,1.0415,1.0982
000625.SZ,长安汽车,20170401,0.0762,0.5383,6.7801,-0.3618,0.9936,1.1381
000625.SZ,长安汽车,20170501,0.0722,0.6365,6.7801,-0.3618,0.9743,1.0320
000625.SZ,长安汽车,20170601,0.0675,0.6808,6.7801,-0.3618,0.8571,0.9257
000625.SZ,长安汽车,20170701,0.0687,0.6241,6.7801,-0.3618,1.0096,1.0535
000625.SZ,长安汽车,20170801,0.0695,0.6167,6.7801,-0.3618,0.9489,1.0659
000625.SZ,长安汽车,20170901,0.0661,0.6819,6.7801,-0.3618,0.8861,1.0645
000625.SZ,长安汽车,20171001,0.0704,0.6410,6.7801,-0.3618,0.9403,1.0701
000625.SZ,长安汽车,20171101,0.0649,0.7142,6.7801,-0.3618,0.9237,1.1381
000625.SZ,长安汽车,20171201,0.0636,0.7288,6.7801,-0.3618,0.9779,1.1147
