code,name,date,return,size,value,profitability,investment,momentum,market
000002.SZ,万科A,20010201,-0.0776,0.0090,0.3151,0.0615,0.2509,1.7750,-0.0580
000002.SZ,万科A,20010301,0.0986,0.0087,0.3273,0.0615,0.2509,-0.1034,-0.3228
000002.SZ,万科A,20010401,-0.0365,0.0095,0.3050,0.0631,0.1611,0.3830,0.0795
000002.SZ,万科A,20010501,-0.0263,0.0092,0.3148,0.0631,0.1611,0.1295,0.0661
000002.SZ,万科A,20010601,0.0430,0.0090,0.3244,0.0631,0.1611,0.0349,0.1681
000002.SZ,万科A,20010701,-0.0660,0.0092,0.3153,0.0631,0.1611,0.1172,0.1389
000002.SZ,万科A,20010801,0.0688,0.0090,0.3232,0.0631,0.1611,-0.1314,-0.1232
000002.SZ,万科A,20010901,0.0116,0.0092,0.3298,0.0631,0.1611,0.1333,-0.1080
000002.SZ,万科A,20011001,-0.0922,0.0093,0.3289,0.0631,0.1611,-0.0214,-0.2714
000002.SZ,万科A,20011101,0.0066,0.0085,0.3569,0.0631,0.1611,-0.1240,-0.3357
000002.SZ,万科A,20011201,-0.0112,0.0086,0.3559,0.0631,0.1611,-0.0664,-0.3382
000002.SZ,万科A,20020101,-0.0726,0.0082,0.3717,0.0631,0.1611,-0.1502,-0.4060
000002.SZ,万科A,20020201,0.0210,0.0079,0.3866,0.0631,0.1611,-0.1633,-0.3612
000002.SZ,万科A,20020301,0.0034,0.0079,0.3873,0.0631,0.1611,-0.2511,-0.3067
000002.SZ,万科A,20020401,-0.0204,0.0080,0.3902,0.0542,0.2673,-0.2592,-0.1713
000002.SZ,万科A,20020501,-0.0904,0.0078,0.4069,0.0542,0.2673,-0.1351,-0.0239
000002.SZ,万科A,20020601,0.1688,0.0070,0.4481,0.0542,0.2673,-0.2948,-0.2443
000002.SZ,万科A,20020701,-0.0729,0.0083,0.3785,0.0542,0.2673,-0.0216,0.1072
000002.SZ,万科A,20020801,-0.0151,0.0076,0.4133,0.0542,0.2673,-0.0217,0.2172
000002.SZ,万科A,20020901,-0.0371,0.0075,0.4365,0.0542,0.2673,-0.0811,0.1681
000002.SZ,万科A,20021001,-0.0385,0.0071,0.4582,0.0542,0.2673,-0.1480,-0.0243
000002.SZ,万科A,20021101,-0.0783,0.0070,0.4750,0.0542,0.2673,-0.1818,-0.1678
000002.SZ,万科A,20021201,-0.0475,0.0062,0.5361,0.0542,0.2673,-0.1576,-0.0935
000002.SZ,万科A,20030101,0.0435,0.0058,0.5705,0.0542,0.2673,-0.4059,-0.3469
000002.SZ,万科A,20030201,0.0259,0.0062,0.5317,0.0542,0.2673,-0.2752,-0.1584
000002.SZ,万科A,20030301,0.1433,0.0067,0.4919,0.0542,0.2673,-0.2320,-0.1687
000002.SZ,万科A,20030401,0.0871,0.0075,0.4514,0.0603,0.2855,0.0631,-0.0828
000002.SZ,万科A,20030501,0.1262,0.0086,0.3994,0.0603,0.2855,0.3294,0.0169
000002.SZ,万科A,20030601,-0.1835,0.0095,0.3594,0.0603,0.2855,0.9866,0.1981
000002.SZ,万科A,20030701,0.0946,0.0076,0.4477,0.0603,0.2855,0.4807,0.1905
000002.SZ,万科A,20030801,0.0140,0.0088,0.4844,0.0603,0.2855,0.6049,-0.0287
000002.SZ,万科A,20030901,-0.0927,0.0091,0.4689,0.0603,0.2855,0.5352,-0.1039
000002.SZ,万科A,20031001,0.0136,0.0082,0.5232,0.0603,0.2855,0.0118,-0.1622
000002.SZ,万科A,20031101,-0.0050,0.0085,0.5224,0.0603,0.2855,-0.1107,-0.1987
000002.SZ,万科A,20031201,0.1068,0.0084,0.5233,0.0603,0.2855,-0.2827,-0.1912
000002.SZ,万科A,20040101,0.2004,0.0096,0.4608,0.0603,0.2855,0.2266,0.0129
000002.SZ,万科A,20040201,0.0397,0.0109,0.4051,0.0603,0.2855,0.4872,0.1501
000002.SZ,万科A,20040301,0.0821,0.0117,0.3766,0.0603,0.2855,0.5656,0.3643
000002.SZ,万科A,20040401,-0.1291,0.0132,0.3571,0.0699,0.4709,1.1782,0.5765
000002.SZ,万科A,20040501,-0.0088,0.0112,0.4855,0.0699,0.4709,0.6072,0.3582
000002.SZ,万科A,20040601,-0.0378,0.0116,0.4675,0.0699,0.4709,0.6219,0.2242
000002.SZ,万科A,20040701,0.1008,0.0115,0.4731,0.0699,0.4709,0.2460,-0.1204
000002.SZ,万科A,20040801,-0.0617,0.0120,0.4507,0.0699,0.4709,0.0515,-0.2151
000002.SZ,万科A,20040901,0.0798,0.0113,0.4991,0.0699,0.4709,-0.1217,-0.3188
000002.SZ,万科A,20041001,-0.0774,0.0126,0.4461,0.0699,0.4709,-0.1259,-0.3198
000002.SZ,万科A,20041101,0.0242,0.0115,0.4983,0.0699,0.4709,-0.0340,-0.2931
000002.SZ,万科A,20041201,0.0273,0.0116,0.4915,0.0699,0.4709,0.0244,-0.2288
000002.SZ,万科A,20050101,0.0796,0.0120,0.4765,0.0699,0.4709,0.1471,-0.1585
000002.SZ,万科A,20050201,0.0035,0.0130,0.4398,0.0699,0.4709,0.1111,-0.2335
000002.SZ,万科A,20050301,-0.0315,0.0130,0.4383,0.0699,0.4709,0.2724,-0.0504
000002.SZ,万科A,20050401,0.0688,0.0129,0.4794,0.0764,0.4157,0.0355,-0.2703
000002.SZ,万科A,20050501,-0.2120,0.0130,0.4972,0.0764,0.4157,0.3575,-0.2095
000002.SZ,万科A,20050601,0.0438,0.0104,0.6198,0.0764,0.4157,-0.1703,-0.3563
000002.SZ,万科A,20050701,0.2231,0.0108,0.5655,0.0764,0.4157,-0.1455,-0.2595
000002.SZ,万科A,20050801,-0.0470,0.0127,0.5247,0.0764,0.4157,0.0887,-0.1647
000002.SZ,万科A,20050901,-0.0190,0.0127,0.5261,0.0764,0.4157,-0.0133,-0.1822
000002.SZ,万科A,20051001,0.0696,0.0131,0.5070,0.0764,0.4157,0.0092,-0.0376
000002.SZ,万科A,20051101,0.0286,0.0137,0.4904,0.0764,0.4157,0.0117,-0.1016
000002.SZ,万科A,20051201,0.0913,0.0142,0.4741,0.0764,0.4157,0.8209,0.0643
000002.SZ,万科A,20060101,0.1437,0.0173,0.3887,0.0764,0.4157,1.0224,0.1330
000002.SZ,万科A,20060201,0.1076,0.0200,0.3371,0.0764,0.4157,0.7942,0.3131
000002.SZ,万科A,20060301,0.1996,0.0204,0.3297,0.0764,0.4157,1.7187,0.2361
000002.SZ,万科A,20060401,-0.0488,0.0270,0.3077,0.0674,1.2699,3.4209,0.2471
000002.SZ,万科A,20060501,-0.0416,0.0272,0.3476,0.0674,1.2699,1.8699,0.6588
000002.SZ,万科A,20060601,-0.0537,0.0236,0.4001,0.0674,1.2699,1.2199,1.1388
000002.SZ,万科A,20060701,0.0054,0.0235,0.4022,0.0674,1.2699,0.6785,0.9975
000002.SZ,万科A,20060801,0.2451,0.0223,0.4404,0.0674,1.2699,0.2998,0.5708
000002.SZ,万科A,20060901,0.0970,0.0269,0.3649,0.0674,1.2699,0.5830,0.5270
000002.SZ,万科A,20061001,0.0820,0.0294,0.3338,0.0674,1.2699,0.3573,0.6954
000002.SZ,万科A,20061101,0.4627,0.0323,0.3082,0.0674,1.2699,0.7357,0.5524
000002.SZ,万科A,20061201,0.2886,0.0480,0.2071,0.0674,1.2699,2.5940,0.5368
000002.SZ,万科A,20070101,-0.0083,0.0676,0.2091,0.0674,1.2699,5.5032,1.2868
000002.SZ,万科A,20070201,-0.0372,0.0684,0.2068,0.0674,1.2699,5.3430,1.6383
000002.SZ,万科A,20070301,0.1253,0.0612,0.2310,0.0674,1.2699,3.3253,1.8497
000002.SZ,万科A,20070401,0.0894,0.0746,0.2001,0.0709,1.0051,3.4837,2.0735
000002.SZ,万科A,20070501,0.6214,0.0869,0.1801,0.0709,1.0051,3.3716,2.8199
000002.SZ,万科A,20070601,-0.0150,0.1193,0.1257,0.0709,1.0051,4.6166,2.5364
000002.SZ,万科A,20070701,0.4804,0.1222,0.1228,0.0709,1.0051,2.2754,0.9542
000002.SZ,万科A,20070801,0.1942,0.1881,0.0797,0.0709,1.0051,5.8882,1.3971
000002.SZ,万科A,20070901,-0.1065,0.2209,0.0716,0.0709,1.0051,8.3853,1.7987
000002.SZ,万科A,20071001,0.2889,0.2283,0.1128,0.0709,1.0051,5.4829,1.6610
000002.SZ,万科A,20071101,-0.1897,0.2714,0.0962,0.0709,1.0051,8.1824,1.2046
000002.SZ,万科A,20071201,-0.0858,0.2235,0.1168,0.0709,1.0051,1.4175,0.3459
000002.SZ,万科A,20080101,-0.0967,0.2006,0.1301,0.0709,1.0051,1.1240,0.7563
000002.SZ,万科A,20080201,-0.1075,0.1855,0.1407,0.0709,1.0051,-0.1404,-0.0342
000002.SZ,万科A,20080301,0.1010,0.1608,0.1623,0.0709,1.0051,-0.5054,-0.2883
000002.SZ,万科A,20080401,-0.0482,0.1684,0.1739,0.0423,0.1912,-0.2636,-0.5800
000002.SZ,万科A,20080501,-0.1896,0.1729,0.1747,0.0423,0.1912,-0.5735,-0.5775
000002.SZ,万科A,20080601,-0.2657,0.1330,0.2271,0.0423,0.1912,-0.5794,-0.4735
000002.SZ,万科A,20080701,-0.0567,0.0930,0.3173,0.0423,0.1912,-0.7226,-0.6984
000002.SZ,万科A,20080801,-0.1671,0.0951,0.3103,0.0423,0.1912,-0.6961,-0.5643
000002.SZ,万科A,20080901,-0.0777,0.0755,0.3974,0.0423,0.1912,-0.7180,-0.6464
000002.SZ,万科A,20081001,-0.0997,0.0689,0.4354,0.0423,0.1912,-0.7993,-0.5209
000002.SZ,万科A,20081101,0.1597,0.0651,0.4623,0.0423,0.1912,-0.8185,-0.7427
000002.SZ,万科A,20081201,-0.0540,0.0765,0.3932,0.0423,0.1912,-0.6535,-0.6623
000002.SZ,万科A,20090101,0.0915,0.0737,0.4084,0.0423,0.1912,-0.4423,-0.5089
000002.SZ,万科A,20090201,0.0156,0.0771,0.3904,0.0423,0.1912,-0.2963,-0.4620
000002.SZ,万科A,20090301,0.1580,0.0815,0.3693,0.0423,0.1912,0.0187,-0.2324
000002.SZ,万科A,20090401,0.0242,0.0932,0.3420,0.0501,0.1541,0.5454,0.0644
000002.SZ,万科A,20090501,0.1486,0.0968,0.3379,0.0501,0.1541,0.9573,0.9238
000002.SZ,万科A,20090601,0.3152,0.1117,0.2926,0.0501,0.1541,0.9445,0.8803
000002.SZ,万科A,20090701,0.0478,0.1450,0.2216,0.0501,0.1541,2.6334,1.4732
000002.SZ,万科A,20090801,-0.2964,0.1456,0.2208,0.0501,0.1541,2.1137,1.5622
000002.SZ,万科A,20090901,0.1085,0.1087,0.3175,0.0501,0.1541,0.6256,0.5353
000002.SZ,万科A,20091001,0.1046,0.1205,0.2865,0.0501,0.1541,0.5111,0.3148
000002.SZ,万科A,20091101,0.0017,0.1312,0.2664,0.0501,0.1541,0.7577,0.4085
000002.SZ,万科A,20091201,-0.0624,0.1264,0.2763,0.0501,0.1541,0.3602,0.4060
000002.SZ,万科A,20100101,-0.1358,0.1165,0.2998,0.0501,0.1541,-0.2521,0.1949
000002.SZ,万科A,20100201,0.0098,0.1035,0.3377,0.0501,0.1541,-0.4754,-0.2107
000002.SZ,万科A,20100301,0.0076,0.1038,0.3367,0.0501,0.1541,0.0068,0.2879
000002.SZ,万科A,20100401,-0.1789,0.1070,0.3494,0.0500,0.5670,-0.1587,0.2324
000002.SZ,万科A,20100501,-0.0662,0.0819,0.4759,0.0500,0.5670,-0.5037,-0.0735
000002.SZ,万科A,20100601,-0.0594,0.0787,0.4853,0.0500,0.5670,-0.5658,-0.3142
000002.SZ,万科A,20100701,0.2226,0.0734,0.5202,0.0500,0.5670,-0.5755,-0.4412
000002.SZ,万科A,20100801,0.0156,0.0915,0.4177,0.0500,0.5670,-0.1822,-0.2051
000002.SZ,万科A,20100901,-0.0023,0.0931,0.4271,0.0500,0.5670,-0.1658,-0.2227
000002.SZ,万科A,20101001,0.1550,0.0928,0.4286,0.0500,0.5670,-0.1842,-0.2457
000002.SZ,万科A,20101101,-0.1617,0.1060,0.3798,0.0500,0.5670,0.5364,0.0714
000002.SZ,万科A,20101201,0.0110,0.0904,0.4454,0.0500,0.5670,0.2496,0.1672
000002.SZ,万科A,20110101,-0.0023,0.0968,0.4160,0.0500,0.5670,0.4117,0.3229
000002.SZ,万科A,20110201,-0.0047,0.0899,0.4476,0.0500,0.5670,-0.0188,0.1072
000002.SZ,万科A,20110301,0.0650,0.0913,0.4411,0.0500,0.5670,-0.0569,0.2019
000002.SZ,万科A,20110401,-0.0242,0.0970,0.4561,0.0453,0.3736,0.0669,0.1978
000002.SZ,万科A,20110501,-0.0636,0.0935,0.4872,0.0453,0.3736,-0.2177,-0.0405
000002.SZ,万科A,20110601,0.0779,0.0860,0.5168,0.0453,0.3736,-0.0420,-0.0490
000002.SZ,万科A,20110701,-0.0357,0.0954,0.4656,0.0453,0.3736,0.0799,-0.0302
000002.SZ,万科A,20110801,0.0000,0.0912,0.4875,0.0453,0.3736,0.0128,-0.0578
000002.SZ,万科A,20110901,-0.1116,0.0895,0.5162,0.0453,0.3736,0.0203,-0.1914
000002.SZ,万科A,20111001,0.1050,0.0770,0.6003,0.0453,0.3736,-0.2584,-0.3142
000002.SZ,万科A,20111101,-0.1175,0.0853,0.5496,0.0453,0.3736,-0.0782,-0.2558
000002.SZ,万科A,20111201,0.0579,0.0813,0.5771,0.0453,0.3736,-0.1696,-0.2497
000002.SZ,万科A,20120101,0.0240,0.0806,0.5819,0.0453,0.3736,-0.1954,-0.3303
000002.SZ,万科A,20120201,0.0824,0.0831,0.5642,0.0453,0.3736,-0.1107,-0.2618
000002.SZ,万科A,20120301,0.0000,0.0913,0.5139,0.0453,0.3736,0.0301,-0.0993
000002.SZ,万科A,20120401,0.0847,0.0919,0.5762,0.0464,0.2788,0.2841,-0.0749
000002.SZ,万科A,20120501,0.0300,0.1014,0.5362,0.0464,0.2788,0.2383,-0.0532
000002.SZ,万科A,20120601,-0.0366,0.1006,0.5403,0.0464,0.2788,0.6548,0.0310
000002.SZ,万科A,20120701,0.0509,0.0987,0.5505,0.0464,0.2788,0.3978,0.0224
000002.SZ,万科A,20120801,-0.1312,0.1026,0.5159,0.0464,0.2788,0.4365,-0.1415
000002.SZ,万科A,20120901,0.0509,0.0912,0.6045,0.0464,0.2788,-0.0300,-0.2577
000002.SZ,万科A,20121001,-0.0132,0.0897,0.6141,0.0464,0.2788,0.0595,-0.1343
000002.SZ,万科A,20121101,0.0519,0.0944,0.5963,0.0464,0.2788,-0.1047,-0.2279
000002.SZ,万科A,20121201,0.1565,0.0968,0.5821,0.0464,0.2788,-0.0702,-0.2724
000002.SZ,万科A,20130101,0.1867,0.1224,0.4602,0.0464,0.2788,0.2904,0.0345
000002.SZ,万科A,20130201,-0.0009,0.1315,0.4283,0.0464,0.2788,0.6998,0.2499
000002.SZ,万科A,20130301,-0.1034,0.1324,0.4821,0.0464,0.2788,1.4033,0.3150
000002.SZ,万科A,20130401,0.0252,0.1210,0.5277,0.0427,0.2651,0.6920,0.1399
000002.SZ,万科A,20130501,0.1039,0.1248,0.5254,0.0427,0.2651,0.8374,0.1014
000002.SZ,万科A,20130601,-0.1778,0.1321,0.4815,0.0427,0.2651,1.0388,0.3259
000002.SZ,万科A,20130701,-0.0336,0.1088,0.5848,0.0427,0.2651,-0.0232,-0.2337
000002.SZ,万科A,20130801,-0.0063,0.1072,0.5932,0.0427,0.2651,-0.3364,-0.2883
000002.SZ,万科A,20130901,-0.0350,0.1023,0.6513,0.0427,0.2651,-0.3273,-0.1930
000002.SZ,万科A,20131001,0.0086,0.1052,0.6336,0.0427,0.2651,-0.2363,-0.0498
000002.SZ,万科A,20131101,-0.0487,0.1034,0.6601,0.0427,0.2651,-0.2586,-0.0301
000002.SZ,万科A,20131201,-0.0834,0.0943,0.7241,0.0427,0.2651,-0.4370,-0.0629
000002.SZ,万科A,20140101,-0.0809,0.0880,0.7757,0.0427,0.2651,-0.3024,0.1248
000002.SZ,万科A,20140201,-0.0895,0.0816,0.8365,0.0427,0.2651,-0.3661,0.0355
000002.SZ,万科A,20140301,0.2039,0.0731,0.9334,0.0427,0.2651,-0.4745,-0.0374
000002.SZ,万科A,20140401,-0.0233,0.0890,0.8640,0.0391,0.0609,-0.2004,-0.1169
000002.SZ,万科A,20140501,0.1421,0.0853,0.8626,0.0391,0.0609,-0.2413,-0.0949
000002.SZ,万科A,20140601,-0.0327,0.0925,0.7460,0.0391,0.0609,0.0554,-0.1435
000002.SZ,万科A,20140701,0.1970,0.0892,0.7737,0.0391,0.0609,0.1668,-0.0582
000002.SZ,万科A,20140801,-0.0788,0.1073,0.6434,0.0391,0.0609,0.8816,0.1559
000002.SZ,万科A,20140901,0.0065,0.1010,0.7612,0.0391,0.0609,0.8728,0.1407
000002.SZ,万科A,20141001,0.0240,0.1040,0.7394,0.0391,0.0609,0.3699,0.3010
000002.SZ,万科A,20141101,0.1594,0.1024,0.7666,0.0391,0.0609,0.5024,0.3740
000002.SZ,万科A,20141201,0.2753,0.1172,0.6701,0.0391,0.0609,0.5433,0.6335
000002.SZ,万科A,20150101,-0.0563,0.1642,0.4781,0.0391,0.0609,1.4752,1.2206
000002.SZ,万科A,20150201,-0.0282,0.1422,0.5537,0.0391,0.0609,0.6541,0.9634
000002.SZ,万科A,20150301,0.0841,0.1410,0.5585,0.0391,0.0609,0.8768,1.1247
000002.SZ,万科A,20150401,0.0563,0.1515,0.5822,0.0464,0.2024,1.1439,1.3615
000002.SZ,万科A,20150501,-0.0173,0.1607,0.5530,0.0464,0.2024,1.2260,2.0161
000002.SZ,万科A,20150601,0.0120,0.1644,0.5407,0.0464,0.2024,0.6480,1.6777
000002.SZ,万科A,20150701,0.0097,0.1574,0.5647,0.0464,0.2024,0.0836,0.6761
000002.SZ,万科A,20150801,-0.0269,0.1614,0.5165,0.0464,0.2024,0.2216,0.2690
000002.SZ,万科A,20150901,-0.0777,0.1572,0.5551,0.0464,0.2024,0.2129,-0.0536
000002.SZ,万科A,20151001,0.0740,0.1444,0.6044,0.0464,0.2024,-0.0825,-0.3011
000002.SZ,万科A,20151101,0.1024,0.1498,0.5935,0.0464,0.2024,-0.0573,-0.3881
000002.SZ,万科A,20151201,0.6211,0.1832,0.4854,0.0464,0.2024,0.1585,-0.4064
000002.SZ,万科A,20160801,0.4549,0.1895,0.4890,0.0393,0.3589,-0.9682,0.1663
000002.SZ,万科A,20160901,0.0496,0.2588,0.3766,0.0393,0.3589,0.3692,0.2675
000002.SZ,万科A,20161001,-0.0476,0.2867,0.3400,0.0393,0.3589,0.4676,0.0005
000002.SZ,万科A,20161101,0.0825,0.2847,0.3527,0.0393,0.3589,0.1853,0.1026
000002.SZ,万科A,20161201,-0.2385,0.2977,0.3372,0.0393,0.3589,0.3575,0.2155
000002.SZ,万科A,20170101,0.0064,0.2288,0.4388,0.0393,0.3589,-0.2105,0.1078
000002.SZ,万科A,20170201,-0.0074,0.2283,0.4398,0.0393,0.3589,0.4110,0.1124
000002.SZ,万科A,20170301,0.0025,0.2263,0.4437,0.0393,0.3589,-0.3108,0.0982
000002.SZ,万科A,20170401,-0.0524,0.2272,0.4994,0.0373,0.4029,-0.3614,0.1381
000002.SZ,万科A,20170501,0.0903,0.2120,0.5377,0.0373,0.4029,-0.3625,0.0320
000002.SZ,万科A,20170601,0.1746,0.2328,0.4895,0.0373,0.4029,-0.3588,-0.0743
000002.SZ,万科A,20170701,-0.0639,0.2712,0.4202,0.0373,0.4029,0.4522,0.0535
000002.SZ,万科A,20170801,0.0277,0.2585,0.4408,0.0373,0.4029,0.2569,0.0659
000002.SZ,万科A,20170901,0.1298,0.2526,0.4460,0.0373,0.4029,0.3251,0.0645
000002.SZ,万科A,20171001,0.1031,0.2922,0.3855,0.0373,0.4029,0.6545,0.0701
000002.SZ,万科A,20171101,0.0780,0.3218,0.3616,0.0373,0.4029,1.1953,0.1381
000002.SZ,万科A,20171201,-0.0049,0.3392,0.3431,0.0373,0.4029,1.1234,0.1147
000002.SZ,万科A,20180101,0.2092,0.3594,0.3238,0.0373,0.4029,0.5629,0.0641
000002.SZ,万科A,20180201,-0.1294,0.4140,0.2811,0.0373,0.4029,1.4263,0.1135
000002.SZ,万科A,20180301,0.0180,0.3578,0.3253,0.0373,0.4029,0.8909,-0.0555
000002.SZ,万科A,20180401,-0.1469,0.3697,0.3589,0.0366,0.3117,0.5511,-0.0971
000002.SZ,万科A,20180501,-0.0989,0.3056,0.4457,0.0366,0.3117,-0.0352,-0.1616
000002.SZ,万科A,20180601,-0.0387,0.2870,0.4745,0.0366,0.3117,-0.3055,-0.1191
000002.SZ,万科A,20180701,-0.0521,0.2517,0.5411,0.0366,0.3117,-0.3504,-0.2417
000002.SZ,万科A,20180801,0.0716,0.2467,0.5520,0.0366,0.3117,-0.5858,-0.2972
000002.SZ,万科A,20180901,0.0104,0.2600,0.5189,0.0366,0.3117,-0.3725,-0.2666
000002.SZ,万科A,20181001,-0.0029,0.2434,0.5542,0.0366,0.3117,-0.3877,-0.1862
000002.SZ,万科A,20181101,0.0499,0.2696,0.5193,0.0366,0.3117,-0.1925,-0.2592
000002.SZ,万科A,20181201,-0.0637,0.2840,0.4929,0.0366,0.3117,0.0592,-0.2721
000002.SZ,万科A,20190101,0.1650,0.2638,0.5306,0.0366,0.3117,0.0108,-0.2096
000002.SZ,万科A,20190201,0.0087,0.3056,0.4582,0.0366,0.3117,0.4574,-0.1729
000002.SZ,万科A,20190301,0.0975,0.3151,0.4444,0.0366,0.3117,0.3334,0.1554
000002.SZ,万科A,20190401,-0.0599,0.3540,0.4400,0.0338,0.1317,0.5482,0.1853
000002.SZ,万科A,20190501,-0.0755,0.3063,0.5361,0.0338,0.1317,0.3760,0.3568
000002.SZ,万科A,20190601,0.0416,0.2988,0.5495,0.0338,0.1317,0.0935,0.2330
000002.SZ,万科A,20190701,0.0342,0.3235,0.5076,0.0338,0.1317,0.3348,0.3928
000002.SZ,万科A,20190801,-0.0668,0.3212,0.5112,0.0338,0.1317,0.0683,0.2630
000002.SZ,万科A,20190901,0.0039,0.2926,0.5099,0.0338,0.1317,-0.0707,-0.0323
000002.SZ,万科A,20191001,0.0243,0.2979,0.5008,0.0338,0.1317,-0.2062,-0.1032
000002.SZ,万科A,20191101,0.0441,0.3032,0.5516,0.0338,0.1317,-0.0786,-0.0857
000002.SZ,万科A,20191201,0.1617,0.3170,0.5276,0.0338,0.1317,0.1461,-0.0164
000002.SZ,万科A,20200101,-0.0994,0.3680,0.4545,0.0338,0.1317,0.3823,0.0421
000002.SZ,万科A,20200201,0.0210,0.3010,0.5558,0.0338,0.1317,0.0909,0.0279
000002.SZ,万科A,20200301,-0.1332,0.3518,0.4754,0.0338,0.1317,0.2940,-0.0038
000002.SZ,万科A,20200401,0.0448,0.3010,0.6248,0.0330,0.0805,-0.0178,-0.0963
000002.SZ,万科A,20200501,-0.0410,0.2968,0.6357,0.0330,0.0805,0.0184,-0.0421
000002.SZ,万科A,20200601,0.0171,0.2984,0.6323,0.0330,0.0805,-0.1294,-0.0126
000002.SZ,万科A,20200701,0.0268,0.3263,0.6001,0.0330,0.0805,-0.3235,-0.0400
000002.SZ,万科A,20200801,0.0536,0.3169,0.6179,0.0330,0.0805,-0.1272,0.2073
000002.SZ,万科A,20200901,0.0275,0.3162,0.5812,0.0330,0.0805,-0.0767,0.3360
000002.SZ,万科A,20201001,-0.0168,0.3256,0.5644,0.0330,0.0805,0.2454,0.3184
000002.SZ,万科A,20201101,0.1143,0.3247,0.6242,0.0330,0.0805,0.1243,0.2459
000002.SZ,万科A,20201201,-0.0651,0.3572,0.5673,0.0330,0.0805,0.4666,0.3631
000002.SZ,万科A,20210101,-0.0317,0.3227,0.6280,0.0330,0.0805,0.2543,0.3029
000002.SZ,万科A,20210201,0.1911,0.3261,0.6215,0.0330,0.0805,0.1356,0.0954
000002.SZ,万科A,20210301,-0.0937,0.3875,0.5231,0.0330,0.0805,0.4395,0.0637
000002.SZ,万科A,20210401,-0.0610,0.3466,0.6478,0.0200,0.0372,0.1358,0.1336
000002.SZ,万科A,20210501,-0.0522,0.3244,0.6958,0.0200,0.0372,0.0406,0.1266
000002.SZ,万科A,20210601,-0.1082,0.3090,0.7304,0.0200,0.0372,-0.2258,0.1242
000002.SZ,万科A,20210701,-0.1323,0.2902,0.7777,0.0200,0.0372,-0.2941,0.0643
000002.SZ,万科A,20210801,0.0134,0.2428,0.9295,0.0200,0.0372,-0.4193,-0.0447
000002.SZ,万科A,20210901,0.0763,0.2420,0.9167,0.0200,0.0372,-0.5477,0.0173
000002.SZ,万科A,20211001,-0.1455,0.2469,0.8986,0.0200,0.0372,-0.3982,0.0660
000002.SZ,万科A,20211101,0.0027,0.2115,1.0764,0.0200,0.0372,-0.5051,0.0546
000002.SZ,万科A,20211201,0.0821,0.2147,1.0601,0.0200,0.0372,-0.4399,-0.0254
000002.SZ,万科A,20220101,0.0288,0.2382,0.9556,0.0200,0.0372,-0.2054,0.0239
000002.SZ,万科A,20220201,-0.0556,0.2431,0.9364,0.0200,0.0372,0.0743,-0.0190
000002.SZ,万科A,20220301,-0.0026,0.2253,1.0103,0.0200,0.0372,-0.0567,-0.0432
000002.SZ,万科A,20220401,0.0120,0.2402,0.9824,0.0203,-0.0936,-0.1793,-0.1575
000002.SZ,万科A,20220501,-0.0810,0.2259,1.0487,0.0203,-0.0936,0.1188,-0.2398
000002.SZ,万科A,20220601,0.1510,0.2079,1.1396,0.0203,-0.0936,-0.0451,-0.1870
000002.SZ,万科A,20220701,-0.1605,0.2372,0.9988,0.0203,-0.0936,0.0716,-0.1209
000002.SZ,万科A,20220801,0.0262,0.1961,1.2077,0.0203,-0.0936,-0.2651,-0.0587
000002.SZ,万科A,20220901,0.0722,0.1959,1.1959,0.0203,-0.0936,-0.1358,-0.1275
000002.SZ,万科A,20221001,-0.2417,0.2066,1.1339,0.0203,-0.0936,-0.0198,-0.1209
000002.SZ,万科A,20221101,0.3794,0.1612,1.4957,0.0203,-0.0936,-0.4204,-0.0897
000002.SZ,万科A,20221201,-0.0241,0.2210,1.0911,0.0203,-0.0936,0.2074,-0.0195
000002.SZ,万科A,20230101,0.0049,0.2120,1.1371,0.0203,-0.0936,-0.0984,-0.1546
000002.SZ,万科A,20230201,-0.0629,0.2116,1.1396,0.0203,-0.0936,0.2484,0.0014
000002.SZ,万科A,20230301,-0.1109,0.2003,1.2038,0.0203,-0.0936,0.0584,0.0460
000002.SZ,万科A,20230401,-0.0066,0.1839,1.3200,0.0125,-0.1439,-0.2519,0.1572
000002.SZ,万科A,20230501,-0.0594,0.1784,1.3793,0.0125,-0.1439,0.2264,0.2837
000002.SZ,万科A,20230601,-0.0154,0.1670,1.4730,0.0125,-0.1439,-0.3902,0.0312
000002.SZ,万科A,20230701,0.0877,0.1688,1.4573,0.0125,-0.1439,-0.3852,0.0692
000002.SZ,万科A,20230801,-0.0596,0.1800,1.3665,0.0125,-0.1439,-0.2776,0.0195
000002.SZ,万科A,20230901,-0.0411,0.1676,1.4874,0.0125,-0.1439,-0.2675,-0.0835
000002.SZ,万科A,20231001,-0.1338,0.1538,1.6213,0.0125,-0.1439,-0.1679,-0.0870
000002.SZ,万科A,20231101,0.0097,0.1353,1.8692,0.0125,-0.1439,-0.3534,-0.1603
000002.SZ,万科A,20231201,-0.0857,0.1360,1.8594,0.0125,-0.1439,-0.2606,-0.0955
000002.SZ,万科A,20240101,-0.0822,0.1211,2.0886,0.0125,-0.1439,-0.3500,-0.1224
000002.SZ,万科A,20240201,0.0458,0.1126,2.2457,0.0125,-0.1439,-0.5163,-0.2529
000002.SZ,万科A,20240301,-0.1036,0.1180,2.1432,0.0125,-0.1439,-0.4380,-0.0622
