"date","ret_eq","ret_mkt","cum_ret_eq","cum_ret_mkt"
2007-05-01,0.00479337860780983,0.01306951174009,1.66401587098948,2.366424008155
2007-06-01,0.110698663324979,0.125059078154465,1.95891886698455,2.78742589129192
2007-07-01,0.00154967672413794,0.0841289040453456,1.96350423468133,3.10605788067928
2007-08-01,0.105266101694915,0.0905580663802783,2.2754607728226,3.47789454279909
2007-09-01,0.12032303030303,0.144012636628084,2.66957413864732,4.1227679424501
2007-10-01,0.0484537878787878,0.00312069479277425,2.84737890556683,4.1387545376927
2007-11-01,-0.0812574242424242,-0.0315682852046742,2.53475080561583,3.97653286885
2007-12-01,-0.00968151515151522,-0.0590688778777847,2.50052906213443,3.68257465656512
2008-01-01,-0.0384843020367611,-0.0298352575188027,2.36581364441879,3.54286883583548
2008-02-01,-0.0711548875855328,-0.105276799599002,2.12631955291632,3.06461014380067
2008-03-01,-0.00739758351101641,-0.00888115701467329,2.1031923429415,3.02851170291015
2008-04-01,0.0280579963235294,-0.036565570429869,2.19026170229095,2.88120687450983
2008-05-01,0.0371730434782609,0.0325137823863789,2.30885343925724,3.00739959022416
2008-06-01,0.0120035497835498,0.0431761659567669,2.34857142624184,3.18042373998676
2008-07-01,0.0135695262483995,0.00929789373943395,2.39400995410487,3.21929287570697
2008-08-01,-0.0267723484848482,-0.0777602054206605,2.30314433685253,2.89119979496206
2008-09-01,-0.0347646464646465,-0.0552142864660441,2.18831169176015,2.67634997478642
2008-10-01,-0.000838636363635958,-0.0199789150009329,2.18563785763684,2.60290049112648
2008-11-01,-0.0800311868686868,0.0178693190745378,1.93068747895634,2.66728186959622
2008-12-01,0.146098200776937,0.0625964828432373,2.35885564667136,2.89684081622772
2009-01-01,-0.0944803656597774,-0.0957839815970444,2.04150973697544,2.52358588719955
2009-02-01,-0.0323428405797102,-0.0210263684841418,1.94313867243081,2.44949767194977
2009-03-01,-0.173233195488722,-0.163223719992267,1.43328935543918,1.88645782982947
2009-04-01,-0.0250886043533931,-0.0605252622370815,1.37224152152325,1.71175421274276
2009-05-01,0.00418215811965815,-0.0601461131888046,1.38216261066428,1.54865273692292
2009-06-01,-0.0588655982905982,0.0318858659076496,1.24193518336203,1.6299187363376
2009-07-01,-0.0259289529914529,-0.0352256355298015,1.18380415138275,1.53727817745838
2009-08-01,-0.0182168803418804,-0.0241440910592189,1.14402205246691,1.47601790209926
2009-09-01,0.0462773504273504,0.0624150466301702,1.24324171231289,1.63055867491592
2009-10-01,0.0657776709401709,0.0837297656177347,1.39079692750467,1.85081473621033
2009-11-01,0.0123691239316238,0.0422602044884229,1.42036899099632,1.97129074992118
2009-12-01,-0.0349190170940171,-0.0133816295086638,1.33585208482589,1.93153003794322
2010-01-01,-0.0527617521367521,-0.106028401680656,1.21260843609819,1.62070459354127
2010-02-01,-0.00263632478632479,0.0457332891847785,1.20677528163568,1.74055803458557
2010-03-01,0.0135821742184756,0.000938259874355189,1.23674808797188,1.74312939022276
2010-04-01,0.0594414760914761,0.0376467204317661,1.36970369596571,1.84639921548464
2010-05-01,0.0387325569620253,0.0236376958460185,1.46148837935283,1.91368153439661
2010-06-01,0.0471878289473685,0.0188276163972879,1.57764067195366,1.96853921263009
2010-07-01,-0.00390939554272884,0.0293145534593472,1.56756365499997,2.0555606140749
2010-08-01,0.129707535959975,0.0784659263396148,1.9005960101104,2.29531800814513
2010-09-01,0.029911874623267,0.0798270021103019,1.98735827429757,2.55837336573545
2010-10-01,-0.0768025581395349,-0.00269527878991707,1.75792151675221,2.54878255747618
2010-11-01,0.195832779906343,0.140181684615686,2.29801295414132,3.04625687471795
2010-12-01,-0.00602937915742796,-0.0374711757018121,2.27812798357469,2.89463887243073
2011-01-01,-0.0968301204819277,-0.132003698554367,1.96070645596998,2.38053213673626
2011-02-01,0.0443709150326797,0.0986028515097526,2.09207571056453,2.71386224503882
2011-03-01,0.0235693464052288,0.020460639197154,2.16495391409801,2.78985024046249
2011-04-01,-0.0228914899054434,-0.0389636419228573,2.09250340352225,2.64218387275185
2011-05-01,0.0101787731134431,0.0043816475440429,2.12398129401925,2.65814263877285
2011-06-01,0.0582895894428153,0.0927850514384888,2.30607688107467,2.99756359168072
2011-07-01,-0.0328203801099689,-0.01768511674475,2.19757018116502,2.92686621286728
2011-08-01,-0.0465336723832052,-0.0362347803173345,2.04877549793238,2.78457707830847
2011-09-01,-0.0297333333333333,-0.00517914937984318,1.95812523979385,2.76497618828038
2011-10-01,-0.0410934027777778,-0.0341428231642182,1.8365658078479,2.63642927206643
2011-11-01,-0.00582451388888879,0.0225177005554535,1.82004419090334,2.71831329750591
2011-12-01,0.0313834027777777,0.0481885987381169,1.90854677359759,2.89749360498203
2012-01-01,-0.0406882638888889,-0.0635056372250734,1.79020305494027,2.649980790017
2012-02-01,-0.00626705586080591,0.0251490190028098,1.77271669653197,2.74177422626502
2012-03-01,0.0359876736889288,0.0197192512084551,1.87250032023861,2.81555921219807
2012-04-01,-0.0135720430107527,-0.0357218096702512,1.83351462234393,2.67926053223435
2012-05-01,-0.010310756501182,-0.0539552070891176,1.8042989430304,2.48074526828283
2012-06-01,0.0771732631578947,0.0459498491688095,2.0207158433343,2.64068498835548
2012-07-01,0.0590917904290428,0.0457284368004268,2.19921535089429,2.80716782175575
2012-08-01,-0.00829221813725491,0.0100584473260861,2.17268675933662,2.84546201875245
2012-09-01,0.0407749039822115,0.0337565420590549,2.30205275731421,2.97527151912497
2012-10-01,0.0120981908227209,0.0167684442486741,2.34200162167889,3.04193063796676
2012-11-01,0.0303439667128989,0.0181010575103886,2.44341120764157,3.11509385689759
2012-12-01,-0.0284938811188813,-0.0166619445971268,2.3452950580476,3.04652839104199
2013-01-01,0.00652014285714286,-0.0293295876182794,2.36710685972537,2.92784538204707
2013-02-01,0.0388762469643191,0.0369176739551177,2.4980073375593,3.0728522972076
2013-03-01,0.104670833718886,0.143509040071656,2.86414668193642,3.6573434207335
2013-04-01,0.0357533224400871,0.0277975028383781,3.00230276421148,3.78680593769064
2013-05-01,-0.040802614379085,-0.0244490884804536,2.83899834789502,3.66977289578128
2013-06-01,0.0567162309368194,0.00774936098828888,3.0567318647603,3.70596065168401
2013-07-01,0.0442412309368191,0.0905866162593987,3.23620667603791,4.13225770336994
2013-08-01,-0.00606062091503268,0.026055074151053,3.21053263325672,4.26597905839356
2013-09-01,0.11481105664488,0.114092926185379,3.69394833391867,4.86679001839661
2013-10-01,0.000355283224400885,-0.038101415426539,3.69561601501791,4.64325701468541
2013-11-01,0.0346635620915033,0.0267240265577195,3.85838279231234,4.7940675650179
2013-12-01,0.0350662309368192,0.0540977370201317,4.02874796528704,5.10751350842711
2014-01-01,0.175047549019608,0.0868919016307598,4.90901797124787,5.6382069714099
2014-02-01,-0.0278970043572985,-0.0271933012133028,4.74417407115662,5.4576922097201
2014-03-01,-0.0465023420479303,-0.0498132053221932,4.47705652371684,5.13601386176979
2014-04-01,0.00269204793028327,-0.010728882302797,4.49180102239556,5.07018129123853
2014-05-01,0.0587165032679738,0.0216346452402935,4.81426037507411,5.20150751001874
2014-06-01,0.0580382352941176,0.0360212727173396,5.15170978678392,5.42489370329576
2014-07-01,-0.0837547930283224,-0.089640026035245,4.63647460682153,4.84896606445864
2014-08-01,0.0548227668845316,0.0502260433430693,4.94548174024189,5.14273648752429
2014-09-01,0.0306710239651416,0.0140053225764944,5.12783575318116,5.22876749353447
2014-10-01,-0.0204866557734204,-0.00605491745082132,5.00229689146968,5.19105282054075
2014-11-01,0.00374885620915037,-0.0196103638280643,5.02479863944042,5.06964402225119
2014-12-01,-0.115516603739662,-0.0196497939413055,4.32883436239693,4.95037676791687
2015-01-01,0.0255550925925926,-0.03914841086863,4.46501321793857,4.71742897338331
2015-02-01,0.0589676638176637,0.0223679709968765,4.78727228013306,4.84531625883665
2015-03-01,0.0587216168091168,0.134161356632292,5.12711026533706,5.62953181806697
2015-04-01,0.196045299145299,0.226461943407647,6.3283014302013,7.13086847746925
2015-05-01,-0.258894074074074,-0.249557709538518,4.43104761689362,5.10174756367308
2015-06-01,0.0103937321937322,-0.0518844963775235,4.48749647135502,4.78516146430913
2015-07-01,-0.0645502696871626,-0.0429554814405475,4.1332770942217,4.53665706839842
2015-08-01,-0.0836625044947862,-0.0314810183652321,3.70381427625339,4.36235746554618
2015-09-01,0.00372652822725644,0.0023186226716264,3.72134317292962,4.37479074913916
2015-10-01,0.0867514820042343,0.0628936846676269,4.13092669023184,4.71283114367
2015-11-01,-0.035030472027972,-0.0605628298721288,3.9511879063321,4.36684592302771
2015-12-01,-0.0486861522911051,-0.0676704592680091,3.71013361790254,4.00366899459579
2016-01-01,-0.0219006335282651,0.00292617339436524,3.6069787076677,4.01831059768198
2016-02-01,-0.0240385423197492,-0.000289959017602606,3.49623365503724,4.01685549327105
2016-03-01,-0.0295547366828088,-0.0625228413555455,3.36334865329823,3.70318743316157
2016-04-01,0.0365283632036885,0.0616499892829021,3.52273463769024,3.99313888801146
2016-05-01,-0.00181267543859653,-0.00738808210464464,3.51453638769721,3.95624916794694
2016-06-01,0.0601211403508772,0.0496731343914279,3.78595546348109,4.20244159894377
2016-07-01,-0.045405350877193,-0.0241211611530575,3.56864747637911,4.07695266674628
2016-08-01,-0.0297102192982456,-0.0353725897462023,3.43291195795951,3.89736770290457
2016-09-01,-0.0210996491228069,-0.000204256029336047,3.33937907105427,3.89636738602338
2016-10-01,0.0237798245614035,-0.0248072354365179,3.44256874406937,3.77490204749461
2016-11-01,-0.0961259649122808,-0.109086986990541,3.01552253685656,3.25402236995846
2016-12-01,-0.0370409270571326,-0.025024702917457,2.86678385947259,3.14756672394603
2017-01-01,0.014080143729788,0.0141304687756803,2.92122873198598,3.2061737860338
2017-02-01,0.0432966799658022,0.0648541359219049,3.09100491746749,3.47896155246439
2017-03-01,0.00959331651954602,-9.19699708275268e-06,3.13025122252378,3.47892035946806
2017-04-01,0.00815005604595773,-0.00491972661484056,3.16391300147123,3.45688529576984
2017-05-01,0.00660961888748769,-0.00149400478880373,3.19143487949161,3.45022668779481
2017-06-01,0.0430172841265318,0.00515791547222372,3.37173902460056,3.47318058088269
2017-07-01,0.0379565616984896,0.036100549477104,3.5376752066175,3.63466485776286
2017-08-01,-0.0548649011857708,-0.050191281933194,3.28871610479331,3.40204508722102
2017-09-01,-0.0408222781171398,-0.0432403055116204,3.11364094319798,3.21169931277365
2017-10-01,0.0856115319389485,0.098140833213519,3.46581604619194,3.62503899257407
2017-11-01,-0.0922938920158434,-0.00330759804366973,3.05364850226208,3.60974122265033
2017-12-01,0.0480765718972116,0.0540094953795112,3.24853402592711,3.85871101991581
2018-01-01,0.0472453579831932,0.0462357368704248,3.44925753688581,4.08335710416207
2018-02-01,0.0467722222222222,0.0409650153402372,3.65735919912493,4.29159690591397
2018-03-01,-0.0356996523678342,-0.0333297759657796,3.49109309476404,4.11522916653865
2018-04-01,0.00716412173684898,-0.01251168795992,3.52326783242645,4.05122901536343
2018-05-01,0.012996176046176,0.0674251269673938,3.58205301748067,4.3918087730657
2018-06-01,0.0111637150728063,0.00750937857989104,3.63320575181632,4.43229790637302
2018-07-01,0.0158413223140496,-0.0168369686086407,3.70660185747815,4.34083447705064
2018-08-01,-0.0180889505615077,-0.0127100310622751,3.62146436916553,4.27295230494885
2018-09-01,-0.0237363217213115,-0.0030304981609114,3.51176780407543,4.25697263268613
2018-10-01,-0.0955566647759501,-0.0914675702979686,3.08063832047447,3.77613011885142
2018-11-01,-0.0327087841191067,-0.0444185316574009,2.94716560258192,3.56398143196735
2018-12-01,0.012184983206107,0.0137809054924956,2.9952617491611,3.6268772287508
2019-01-01,-0.0106052910999762,-0.00577943667830244,2.95289083529065,3.60013648478895
2019-02-01,-0.111845271381579,-0.155589337800777,2.51077868707581,2.88440429532744
2019-03-01,0.0420285953951174,0.0311194452659253,2.65833178403672,3.00528480218661
2019-04-01,0.0489967521367522,0.0136618892868356,2.83757815969317,3.06000455971633
2019-05-01,0.00338792096991461,0.0196399626074847,2.85057957121408,3.13974289745538
2019-06-01,0.0647203826587038,0.0352113920738378,3.09979055452084,3.28550900770256
2019-07-01,0.0238981554677207,0.032911135725994,3.19776798657788,3.42654997631003
2019-08-01,0.0360195652173913,0.0964657360459438,3.3489697643379,3.85356037791894
2019-09-01,0.011344861660079,-0.018674253721146,3.39830822467818,3.76292375997078
2019-10-01,0.0684148550724638,0.0833265708989084,3.69921784443356,4.15980186434208
2019-11-01,-0.00951133069828721,-0.0160908028281985,3.65452202949186,4.07677650991038
2019-12-01,-0.028538372859025,-0.0173571495938687,3.52168954433368,3.98865814057322
2020-01-01,0.104198418972332,0.0713659185116285,3.99284244593697,4.34467831091574
2020-02-01,0.0930617740002179,0.0987340376962193,4.45748522125945,4.87237998073986
2020-03-01,-0.0493967357457316,-0.0157638364926809,4.18790326594866,4.77980874290059
2020-04-01,0.185660211640212,0.172047792321293,5.15109048427363,5.77421207715594
2020-05-01,-0.0101513454317897,0.00292829683581201,5.08864863998558,5.7940489809466
2020-06-01,0.166533643466639,0.190461321602728,6.10261348179057,7.08805252889135
2020-07-01,0.00886591669200358,0.0316554217105775,6.16558466121563,7.34408324251071
2020-08-01,-0.0817109903381642,-0.0838927541474506,5.58007764219574,6.6440751184609
2020-09-01,0.0260705314009661,0.0200621007649094,5.7516237629874,6.797431323742
2020-10-01,-0.00760554056754596,0.0133156650253425,5.70027401456119,6.90125930730706
2020-11-01,-0.125754464285714,-0.0919943616412452,4.85768464529256,6.1743880011694
2020-12-01,0.207599310344828,0.260188055483019,6.07373593787278,8.04107806447436
2021-01-01,0.0912388192166699,0.0996263520535725,6.71913525229481,8.94180769066952
2021-02-01,-0.0780688644688645,-0.0973569352003257,6.11651112846658,7.97390376355491
2021-03-01,-0.00566707957957938,-0.0304998594178304,6.0761812935726,7.70020096033734
2021-04-01,0.169008142244593,0.137831694995177,7.27211354818524,8.89936440549931
2021-05-01,0.0364334722222221,0.0386733140409143,7.57349536736212,9.28220563395863
2021-06-01,0.0640646666666668,0.0766284127027459,8.12275349024038,10.0701147307721
2021-07-01,0.069064091954023,0.0677381680786583,8.75280817616423,10.8199840230552
2021-08-01,0.122623278538813,0.086995056059929,9.94872948968563,11.8482641957683
2021-09-01,-0.127310884353741,-0.141262368410266,8.55483705580386,10.0332879655133
2021-10-01,0.0187034850640114,0.0369509462890452,8.73354580796615,10.4409783965185
2021-11-01,-0.0537461683554854,-0.0124074870888785,8.21040501627538,10.2990246047796
2021-12-01,-0.0917671082251082,-0.121778871901168,7.36519278234975,8.92304213482598
2022-01-01,-0.0260758494623656,-0.0374153751818357,7.14706327463353,8.55176779040631
2022-02-01,0.140204230769231,0.130257630708026,8.28931601408178,9.79595843185787
2022-03-01,-0.0122004358974359,-0.00479066761002556,8.17598230952095,9.74423858347919
2022-04-01,-0.0142342820512819,-0.00457035896758957,8.04536878922965,9.69513355631926
2022-05-01,0.034069717948718,0.0381556332304673,8.35354195262084,10.103213149645
2022-06-01,-0.0793099999999999,-0.0975956914139194,7.61171254035849,9.01958738538931
2022-07-01,0.0781103752759382,0.0544940377884349,8.28437663865439,9.56559515899324
2022-08-01,0.0563392543859649,0.0686313956989396,8.80745149591465,10.2907267011449
2022-09-01,0.079919949211107,0.0823320023861061,9.59126252135854,11.2203148388444
2022-10-01,-0.0837710340292619,-0.0945956275492992,8.70402150826897,10.0643264878139
2022-11-01,-0.0277411483059444,-0.00576843446386953,8.434820808444,10.0005026455821
2022-12-01,-0.0648443910256411,-0.0681908350355172,7.82302559868441,9.25036918436947
2023-01-01,-0.0402560479375698,-0.0328337703060995,7.46784545722936,8.91381091701716
2023-02-01,-0.00527367046533714,0.0253209774738772,7.42318883073653,9.16483829992723
2023-03-01,0.00107291073124405,0.042357243621528,7.43222616042433,9.59539283217068
2023-04-01,0.0439923076923077,0.0728597764252469,7.80317924820484,10.3673707850603
2023-05-01,0.0404062678062679,0.026733923401775,8.15888286645438,10.6712652049077
2023-06-01,-0.0231340930674264,-0.0214039705622971,7.94700041782817,10.4214537880371
2023-07-01,-0.0569879867046534,-0.041150415364599,7.43712887697045,9.95145622059178
2023-08-01,0.0582756410256411,0.0813911967857295,7.92880797069185,10.8428083489323
2023-09-01,-0.00273174264007599,0.00998965683535869,7.90441676523326,10.961113940305
2023-10-01,-0.0949537233624282,-0.0880830208265355,7.05890923900354,9.90754289199257
2023-11-01,0.0684093373964681,0.0423627870162563,7.61021388018204,10.3696168083967
2023-12-01,0.00851636384812485,0.0159002022391708,7.68354159439585,10.5503960150321
2024-01-01,0.0854354861111115,0.160367812322376,8.42542419167911,12.4027077554199
2024-02-01,0.0198377662614793,-0.0458834290424434,8.61240355370893,11.7877455651475
2024-03-01,0.029662834989461,0.0532011917514524,8.89753469417471,12.4680688690277
2024-04-01,0.038380867807689,0.0259569215852421,9.27741066489384,12.8176584765657
2024-05-01,0.0150179563492063,0.0351001372452266,9.43175636964209,13.3026601855008
2024-06-01,0.0783368043503413,0.129126163823588,10.2489468274012,15.1495078277269
2024-07-01,-0.059390349917988,-0.104866685917537,9.58086793911297,13.4559624626338
2024-08-01,0.0666226118600612,0.0676358719723887,10.2857929969631,14.4337040889942
2024-09-01,-0.197498284313726,-0.232224522612801,8.056868242943,10.8496195247803
2024-10-01,-0.0215343749999999,-0.0239716801804319,7.86183424587387,10.5655642352725
2024-11-01,-0.0513515931372549,-0.0477926497217094,7.40676493922996,10.0128152749422
2024-12-01,0.0999207107843137,0.073613109710376,8.24677486735447,10.8235028539966
2025-01-01,0,0,8.24677486735447,10.8235028539966
2025-02-01,0,0,8.24677486735447,10.8235028539966
2025-03-01,0,0,8.24677486735447,10.8235028539966
2025-04-01,0,0,8.24677486735447,10.8235028539966
2025-05-01,0,0,8.24677486735447,10.8235028539966
